,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.00,-0.00,-0.00,25.37,18.62,43.69,-8.64,2.11,3.99,-0.34,0.43,0.66,0.52,2052210
1,0.00,-0.00,-0.00,25.37,18.62,43.69,-8.64,2.11,3.99,-0.34,0.43,0.66,0.52,2052234
2,0.00,-0.00,-0.00,25.37,18.62,43.69,-8.64,2.11,3.95,-0.34,0.43,0.66,0.52,2052253
3,0.00,0.00,-0.00,25.37,18.62,43.69,-8.64,2.11,3.95,-0.34,0.43,0.66,0.52,2052269
4,0.00,0.00,-0.00,25.37,18.62,43.69,-8.64,2.11,3.95,-0.34,0.43,0.66,0.52,2052285
5,0.00,0.00,-0.00,25.37,18.62,43.69,-8.64,2.11,3.99,-0.34,0.43,0.66,0.52,2052304
6,0.00,0.00,0.00,25.37,18.62,43.69,-8.64,2.11,3.99,-0.34,0.43,0.66,0.52,2052337
7,0.00,0.00,0.00,25.37,18.62,43.69,-8.64,2.11,3.99,-0.34,0.43,0.66,0.52,2052357
8,0.00,0.00,0.00,25.37,18.62,43.69,-8.67,2.11,3.95,-0.34,0.43,0.66,0.52,2052377
9,0.00,0.00,0.00,24.50,19.50,38.56,-8.67,2.11,3.95,-0.34,0.43,0.66,0.52,2052399
10,0.00,0.00,0.00,24.50,19.50,38.56,-8.64,2.11,3.99,-0.34,0.43,0.66,0.52,2052415
11,0.00,-0.00,-0.00,24.50,19.50,38.56,-8.64,2.11,3.99,-0.34,0.43,0.66,0.52,2052434
12,0.00,-0.00,-0.00,24.50,19.50,38.56,-8.64,2.11,3.95,-0.34,0.43,0.66,0.52,2052456
13,0.00,-0.00,-0.00,24.50,19.50,38.56,-8.67,2.11,3.99,-0.34,0.43,0.66,0.52,2052483
14,0.00,-0.00,-0.00,24.50,19.50,38.56,-8.67,2.11,3.99,-0.34,0.43,0.66,0.52,2052501
15,-0.00,0.00,0.00,24.50,19.50,38.56,-8.67,2.11,3.99,-0.34,0.43,0.66,0.52,2052519
16,-0.00,0.00,0.00,24.50,19.50,38.56,-8.67,2.11,3.99,-0.34,0.43,0.66,0.52,2052537
17,-0.00,0.00,0.00,24.50,19.50,38.56,-8.67,2.11,3.99,-0.34,0.43,0.66,0.52,2052555
18,0.00,-0.00,0.00,24.50,19.50,38.56,-8.67,2.11,3.99,-0.34,0.43,0.66,0.52,2052571
19,0.00,-0.00,0.00,24.50,19.50,38.56,-8.67,2.11,3.99,-0.34,0.43,0.66,0.52,2052588
20,0.00,-0.00,0.00,24.50,19.50,38.56,-8.67,2.11,3.95,-0.34,0.43,0.66,0.52,2052607
21,-0.00,-0.00,-0.00,24.50,19.50,38.56,-8.67,2.11,3.95,-0.34,0.43,0.66,0.52,2052624
22,-0.00,-0.00,-0.00,24.25,19.56,39.56,-8.67,2.11,3.95,-0.34,0.43,0.66,0.52,2052648
23,-0.00,-0.00,-0.00,24.25,19.56,39.56,-8.64,2.11,3.99,-0.34,0.43,0.66,0.52,2052673
24,-0.00,0.00,-0.00,24.25,19.56,39.56,-8.64,2.11,3.99,-0.34,0.43,0.66,0.52,2052689
25,-0.00,0.00,-0.00,24.25,19.56,39.56,-8.67,2.11,3.95,-0.34,0.43,0.66,0.52,2052705
26,0.00,-0.00,-0.00,24.25,19.56,39.56,-8.67,2.11,3.95,-0.34,0.43,0.66,0.52,2052723
27,0.00,-0.00,-0.00,24.25,19.56,39.56,-8.67,2.11,3.95,-0.34,0.43,0.66,0.52,2052741
28,0.00,-0.00,-0.00,24.25,19.56,39.56,-8.64,2.11,3.99,-0.34,0.43,0.66,0.52,2052756
29,0.00,0.00,-0.00,24.25,19.56,39.56,-8.64,2.11,3.99,-0.34,0.43,0.66,0.52,2052792
30,0.00,0.00,-0.00,24.25,19.56,39.56,-8.64,2.11,3.99,-0.34,0.43,0.66,0.52,2052809
31,0.00,0.00,-0.00,24.25,19.56,39.56,-8.64,2.07,3.99,-0.34,0.43,0.66,0.52,2052831
32,0.00,0.00,-0.00,25.19,19.75,40.19,-8.64,2.07,3.99,-0.34,0.43,0.66,0.52,2052847
