,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,-0.08,-0.31,-0.07,0.00,-6.44,1.94,0.59,9.86,-0.21,0.69,0.20,0.21,0.67,1025881
1,-0.07,-0.06,-0.06,0.00,-6.44,1.94,0.59,9.86,-0.21,0.69,0.20,0.21,0.67,1025900
2,-0.07,-0.06,-0.06,0.00,-6.44,1.94,0.13,10.39,0.33,0.69,0.20,0.21,0.67,1025914
3,-0.07,-0.06,-0.06,0.00,-6.44,1.94,0.09,10.24,0.33,0.69,0.20,0.21,0.67,1026297
4,-0.09,0.00,-0.06,0.00,-6.44,1.94,0.09,10.24,0.33,0.69,0.20,0.21,0.67,1026324
5,-0.09,0.00,-0.06,0.00,-6.44,1.94,1.36,9.89,-0.36,0.69,0.20,0.21,0.67,1026339
6,-0.09,0.00,-0.06,-1.00,-4.06,5.87,1.36,9.89,-0.36,0.69,0.20,0.21,0.67,1026355
7,-0.09,0.00,-0.06,-1.00,-4.06,5.87,1.09,9.70,-0.29,0.69,0.20,0.21,0.67,1026369
8,0.01,0.28,0.15,-1.00,-4.06,5.87,1.09,9.70,-0.29,0.69,0.20,0.21,0.67,1026383
9,0.01,0.28,0.15,-1.00,-4.06,5.87,1.09,9.70,-0.29,0.66,0.21,0.23,0.69,1026401
10,0.01,0.28,0.15,-1.00,-4.06,5.87,0.52,9.48,0.02,0.66,0.21,0.23,0.69,1026415
11,0.05,0.18,0.16,-1.00,-4.06,5.87,0.52,9.48,0.02,0.66,0.21,0.23,0.69,1026431
12,0.05,0.18,0.16,-1.00,-4.06,5.87,0.52,9.48,0.02,0.66,0.21,0.23,0.69,1026446
13,0.05,0.18,0.16,-1.00,-4.06,5.87,0.40,10.24,1.29,0.66,0.21,0.23,0.69,1027455
14,-0.15,0.55,0.18,-1.00,-4.06,5.87,0.40,10.24,1.29,0.66,0.21,0.23,0.69,1028470
15,-0.09,0.16,-0.16,-1.00,-4.06,5.87,0.40,10.24,1.29,0.66,0.21,0.23,0.69,1030460
16,-0.17,0.51,0.00,-1.00,-4.06,5.87,0.40,10.24,1.29,0.66,0.21,0.23,0.69,1031323
17,-0.17,0.51,0.00,-1.00,-4.06,5.87,-0.56,10.01,2.24,0.66,0.21,0.23,0.69,1031339
18,-0.17,0.51,0.00,-1.00,-4.06,5.87,-0.86,9.86,1.48,0.66,0.21,0.23,0.69,1031353
19,-0.17,0.51,0.00,-1.00,-4.06,5.87,-1.05,9.78,1.52,0.66,0.21,0.23,0.69,1031370
20,0.03,-0.11,0.08,-1.00,-4.06,5.87,-1.05,9.78,1.52,0.66,0.21,0.23,0.69,1031418
21,0.03,-0.11,0.08,-1.00,-4.06,5.87,-1.05,9.78,1.52,0.55,0.31,0.33,0.70,1031433
22,0.04,-0.13,0.04,-1.00,-4.06,5.87,-1.05,9.78,1.52,0.55,0.31,0.33,0.70,1031501
23,0.04,-0.13,0.04,-1.00,-4.06,5.87,-1.36,9.74,2.09,0.55,0.31,0.33,0.70,1031530
24,0.04,-0.16,-0.04,-1.00,-4.06,5.87,-1.36,9.74,2.09,0.55,0.31,0.33,0.70,1031550
25,0.04,-0.16,-0.04,-1.00,-4.06,5.87,-0.52,9.74,2.20,0.55,0.31,0.33,0.70,1031578
26,0.01,-0.15,-0.02,-1.00,-4.06,5.87,-0.52,9.74,2.20,0.55,0.31,0.33,0.70,1031602
27,0.01,-0.15,-0.02,-1.00,-4.06,5.87,-0.37,9.78,2.13,0.55,0.31,0.33,0.70,1031621
28,-0.03,-0.11,0.00,-1.00,-4.06,5.87,-0.37,9.78,2.13,0.55,0.31,0.33,0.70,1031639
29,-0.03,-0.11,0.00,-2.06,-2.87,4.19,-0.37,9.78,2.13,0.55,0.31,0.33,0.70,1031663
30,-0.03,-0.11,0.00,-2.06,-2.87,4.19,-0.56,9.97,1.97,0.55,0.31,0.33,0.70,1031682
31,0.00,-0.16,0.02,-2.06,-2.87,4.19,-0.56,9.97,1.97,0.55,0.31,0.33,0.70,1031703
32,0.00,-0.16,0.02,-2.06,-2.87,4.19,-0.75,9.93,2.05,0.55,0.31,0.33,0.70,1031724
33,0.00,-0.16,0.02,-2.06,-2.87,4.19,-0.86,9.82,2.24,0.55,0.31,0.33,0.70,1031745
