,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,-0.01,0.02,-0.00,16.81,25.19,35.75,-8.67,2.50,3.57,-0.20,0.53,0.49,0.66,2412321
1,0.00,0.01,-0.01,16.81,25.19,35.75,-8.67,2.50,3.57,-0.20,0.53,0.49,0.66,2412340
2,0.00,0.01,-0.01,16.81,25.19,35.75,-8.67,2.50,3.57,-0.20,0.53,0.49,0.66,2412364
3,-0.01,-0.03,-0.02,16.81,25.19,35.75,-8.67,2.50,3.57,-0.20,0.53,0.49,0.66,2412388
4,-0.01,-0.03,-0.02,16.81,25.19,35.75,-8.67,2.46,3.61,-0.20,0.53,0.49,0.66,2412409
5,-0.00,-0.02,-0.01,16.81,25.19,35.75,-8.67,2.46,3.61,-0.20,0.53,0.49,0.66,2412427
6,-0.00,-0.02,-0.01,16.81,25.19,35.75,-8.67,2.46,3.61,-0.20,0.53,0.49,0.66,2412451
7,-0.00,-0.02,-0.01,16.81,25.19,35.75,-8.64,2.46,3.65,-0.20,0.53,0.49,0.66,2412470
8,0.00,-0.00,-0.01,16.81,25.19,35.75,-8.64,2.46,3.65,-0.20,0.53,0.49,0.66,2412491
9,0.00,-0.00,-0.01,16.81,25.19,35.75,-8.64,2.50,3.65,-0.20,0.53,0.49,0.66,2412508
10,0.00,0.01,-0.01,16.81,25.19,35.75,-8.64,2.50,3.65,-0.20,0.53,0.49,0.66,2412525
11,0.00,0.01,-0.01,16.81,25.19,35.75,-8.64,2.50,3.65,-0.20,0.52,0.49,0.66,2412540
12,0.00,0.01,-0.01,16.81,25.19,35.75,-8.67,2.46,3.65,-0.20,0.52,0.49,0.66,2412562
13,-0.00,0.00,-0.01,16.81,25.19,35.75,-8.67,2.46,3.65,-0.20,0.52,0.49,0.66,2412584
14,-0.00,0.00,-0.01,15.31,25.75,33.44,-8.67,2.46,3.65,-0.20,0.52,0.49,0.66,2412599
15,0.01,-0.01,-0.02,15.31,25.75,33.44,-8.67,2.46,3.65,-0.20,0.52,0.49,0.66,2412627
16,0.01,-0.01,-0.02,15.31,25.75,33.44,-8.67,2.46,3.65,-0.20,0.52,0.49,0.67,2412649
17,0.01,-0.01,-0.02,15.31,25.75,33.44,-8.64,2.42,3.65,-0.20,0.52,0.49,0.67,2412667
18,0.02,0.01,-0.04,15.31,25.75,33.44,-8.64,2.42,3.65,-0.20,0.52,0.49,0.67,2412693
19,0.02,0.01,-0.04,15.31,25.75,33.44,-8.71,2.46,3.61,-0.20,0.52,0.49,0.67,2412718
20,0.03,-0.01,-0.02,15.31,25.75,33.44,-8.71,2.46,3.61,-0.20,0.52,0.49,0.67,2412740
21,0.03,-0.01,-0.02,15.31,25.75,33.44,-8.75,2.46,3.57,-0.20,0.52,0.49,0.67,2412756
22,0.01,-0.04,-0.01,15.31,25.75,33.44,-8.75,2.46,3.57,-0.20,0.52,0.49,0.67,2412774
23,0.01,-0.04,-0.01,15.31,25.75,33.44,-8.75,2.46,3.57,-0.20,0.52,0.49,0.67,2412792
24,0.01,-0.04,-0.01,15.31,25.75,33.44,-8.71,2.46,3.61,-0.20,0.52,0.49,0.67,2412817
25,0.01,-0.04,-0.01,15.31,25.75,33.44,-8.67,2.42,3.65,-0.20,0.52,0.49,0.67,2412836
26,0.01,-0.04,-0.01,15.31,25.75,33.44,-8.67,2.42,3.69,-0.20,0.52,0.49,0.67,2412854
27,0.01,-0.04,-0.01,15.31,25.75,33.44,-8.67,2.42,3.69,-0.20,0.52,0.49,0.67,2412873
28,0.01,-0.04,-0.01,15.31,25.75,33.44,-8.67,2.42,3.69,-0.20,0.52,0.49,0.67,2412896
29,0.01,-0.04,-0.01,15.31,25.75,33.44,-8.67,2.42,3.69,-0.20,0.52,0.49,0.67,2412912
30,0.01,-0.03,-0.00,15.31,25.75,33.44,-8.67,2.42,3.69,-0.20,0.52,0.49,0.67,2412930
31,0.01,-0.03,-0.00,14.69,24.56,34.25,-8.67,2.42,3.69,-0.20,0.52,0.49,0.67,2412945
32,0.01,-0.03,-0.00,14.69,24.56,34.25,-8.64,2.42,3.73,-0.20,0.52,0.49,0.67,2412958
33,0.01,-0.01,-0.01,14.69,24.56,34.25,-8.64,2.42,3.73,-0.20,0.52,0.49,0.67,2412971
34,0.01,-0.01,-0.01,14.69,24.56,34.25,-8.64,2.42,3.73,-0.20,0.52,0.49,0.67,2412986
35,0.01,-0.01,-0.01,14.69,24.56,34.25,-8.67,2.42,3.69,-0.20,0.52,0.49,0.67,2413008
36,0.01,-0.02,-0.01,14.69,24.56,34.25,-8.67,2.42,3.69,-0.20,0.52,0.49,0.67,2413050
37,0.01,-0.02,-0.01,14.69,24.56,34.25,-8.67,2.42,3.69,-0.20,0.52,0.49,0.67,2413079
38,0.01,-0.01,-0.03,14.69,24.56,34.25,-8.67,2.42,3.69,-0.20,0.52,0.49,0.67,2413102
39,0.01,-0.01,-0.03,14.69,24.56,34.25,-8.67,2.42,3.73,-0.20,0.52,0.49,0.67,2413120
40,0.02,0.00,-0.04,14.69,24.56,34.25,-8.67,2.42,3.73,-0.20,0.52,0.49,0.67,2413138
41,0.02,0.00,-0.04,14.69,24.56,34.25,-8.67,2.38,3.73,-0.20,0.52,0.49,0.67,2413159
42,0.02,0.00,-0.04,14.69,24.56,34.25,-8.67,2.38,3.73,-0.20,0.52,0.49,0.67,2413178
43,0.01,0.00,-0.02,14.69,24.56,34.25,-8.67,2.38,3.73,-0.20,0.52,0.49,0.67,2413197
44,0.01,0.00,-0.02,14.69,24.56,34.25,-8.67,2.38,3.73,-0.20,0.52,0.49,0.67,2413221
45,0.00,-0.01,-0.01,14.69,24.56,34.25,-8.67,2.38,3.73,-0.20,0.52,0.49,0.67,2413242
46,0.00,-0.01,-0.01,14.69,24.56,34.25,-8.71,2.34,3.69,-0.20,0.52,0.49,0.67,2413259
47,-0.00,-0.03,0.02,14.69,24.56,34.25,-8.71,2.34,3.69,-0.20,0.52,0.49,0.67,2413273
48,-0.00,-0.03,0.02,14.69,24.56,34.25,-8.71,2.34,3.69,-0.20,0.52,0.49,0.67,2413287
