,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.00,-0.06,-0.06,-10.81,-6.50,5.44,-0.01,4.43,8.48,0.17,-0.14,-0.60,0.77,235177
1,0.00,0.03,0.01,-10.81,-6.50,5.44,-0.01,4.43,8.48,0.17,-0.14,-0.60,0.77,235218
2,0.00,0.03,0.01,-10.81,-6.50,5.44,-0.01,4.43,8.48,0.17,-0.14,-0.60,0.77,235239
3,0.03,-0.22,-0.01,-10.81,-6.50,5.44,-0.01,4.43,8.48,0.17,-0.14,-0.60,0.77,235258
4,0.03,-0.22,-0.01,-10.81,-6.50,5.44,-0.32,4.50,9.05,0.17,-0.14,-0.60,0.77,235273
5,0.03,-0.22,-0.01,-10.81,-6.50,5.44,-0.16,4.27,8.44,0.17,-0.14,-0.60,0.77,235288
6,0.02,-0.08,-0.09,-10.81,-6.50,5.44,-0.16,4.27,8.44,0.17,-0.14,-0.60,0.77,235305
7,0.02,-0.08,-0.09,-10.81,-6.50,5.44,-0.13,4.43,8.44,0.17,-0.14,-0.60,0.77,235320
8,-0.07,0.07,0.01,-10.81,-6.50,5.44,-0.13,4.43,8.44,0.17,-0.14,-0.60,0.77,235335
9,-0.07,0.07,0.01,-10.81,-6.50,5.44,-0.13,4.43,8.44,0.17,-0.15,-0.60,0.77,235351
10,-0.07,0.07,0.01,-10.81,-6.50,5.44,0.03,4.62,9.02,0.17,-0.15,-0.60,0.77,235365
11,-0.07,0.07,0.01,-10.81,-6.50,5.44,0.14,4.31,8.79,0.17,-0.15,-0.60,0.77,236102
12,0.05,0.08,0.01,-10.81,-6.50,5.44,0.14,4.31,8.79,0.17,-0.15,-0.60,0.77,236159
13,0.05,0.08,0.01,-10.81,-6.50,5.44,0.07,9.60,5.57,0.17,-0.15,-0.60,0.77,236181
14,0.05,0.08,0.01,-10.81,-6.50,5.44,0.64,11.02,4.88,0.17,-0.15,-0.60,0.77,236205
15,0.05,0.08,0.01,-10.81,-6.50,5.44,0.34,12.05,5.72,0.17,-0.15,-0.60,0.77,236220
16,1.70,-1.76,-0.88,-10.81,-6.50,5.44,0.34,12.05,5.72,0.17,-0.15,-0.60,0.77,236235
