,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.30,-0.13,-0.16,-12.56,-6.75,6.81,5.82,8.45,3.80,0.32,0.42,0.84,0.09,824735
1,0.30,-0.13,-0.16,-12.56,-6.75,6.81,5.32,8.33,4.45,0.32,0.42,0.84,0.09,824752
2,0.30,-0.13,-0.16,-12.56,-6.75,6.81,4.78,7.72,4.11,0.32,0.42,0.84,0.09,825092
3,0.16,-0.28,0.15,-12.56,-6.75,6.81,4.78,7.72,4.11,0.32,0.42,0.84,0.09,825115
4,0.16,-0.28,0.15,-12.56,-6.75,6.81,4.28,8.37,3.57,0.32,0.42,0.84,0.09,825129
5,-0.14,-0.04,-0.01,-12.56,-6.75,6.81,4.28,8.37,3.57,0.32,0.42,0.84,0.09,825145
6,-0.14,-0.04,-0.01,-8.81,-7.44,3.25,4.28,8.37,3.57,0.32,0.42,0.84,0.09,825160
7,-0.14,-0.04,-0.01,-8.81,-7.44,3.25,5.05,8.26,3.84,0.32,0.42,0.84,0.09,825173
8,-0.29,0.05,0.11,-8.81,-7.44,3.25,5.05,8.26,3.84,0.32,0.42,0.84,0.09,825188
9,-0.29,0.05,0.11,-8.81,-7.44,3.25,5.05,8.26,3.84,0.34,0.45,0.82,0.08,826197
10,-0.29,0.05,0.11,-8.81,-7.44,3.25,5.16,8.22,3.69,0.34,0.45,0.82,0.08,827210
11,0.00,0.11,-0.01,-8.81,-7.44,3.25,5.16,8.22,3.69,0.34,0.45,0.82,0.08,829201
12,0.00,0.11,-0.01,-8.81,-7.44,3.25,3.98,7.68,3.42,0.34,0.45,0.82,0.08,829756
13,0.00,0.11,-0.01,-8.81,-7.44,3.25,4.13,8.60,2.96,0.34,0.45,0.82,0.08,829779
14,0.01,0.03,0.03,-8.81,-7.44,3.25,4.13,8.60,2.96,0.34,0.45,0.82,0.08,829796
15,0.01,0.03,0.03,-8.81,-7.44,3.25,3.55,8.41,3.30,0.34,0.45,0.82,0.08,829813
16,0.01,0.03,0.03,-8.81,-7.44,3.25,3.71,8.52,3.42,0.34,0.45,0.82,0.08,829830
17,-0.04,0.01,-0.01,-8.81,-7.44,3.25,3.71,8.52,3.42,0.34,0.45,0.82,0.08,829850
18,-0.04,0.01,-0.01,-8.81,-7.44,3.25,3.82,8.52,3.27,0.34,0.45,0.82,0.08,829867
19,-0.05,-0.04,-0.00,-8.81,-7.44,3.25,3.82,8.52,3.27,0.34,0.45,0.82,0.08,829886
20,-0.05,-0.04,-0.00,-8.81,-7.44,3.25,3.82,8.52,3.27,0.32,0.49,0.80,0.11,829909
21,-0.05,-0.04,-0.00,-8.81,-7.44,3.25,3.71,8.26,3.11,0.32,0.49,0.80,0.11,829924
22,-0.04,-0.07,-0.01,-8.81,-7.44,3.25,3.71,8.26,3.11,0.32,0.49,0.80,0.11,829941
23,-0.04,-0.07,-0.01,-6.19,-6.00,3.69,3.71,8.26,3.11,0.32,0.49,0.80,0.11,829959
24,-0.04,-0.07,-0.01,-6.19,-6.00,3.69,3.71,8.30,3.07,0.32,0.49,0.80,0.11,829976
25,0.00,-0.15,-0.01,-6.19,-6.00,3.69,3.71,8.30,3.07,0.32,0.49,0.80,0.11,829999
26,0.00,-0.15,-0.01,-6.19,-6.00,3.69,3.82,8.45,3.00,0.32,0.49,0.80,0.11,830016
27,0.00,-0.15,-0.01,-6.19,-6.00,3.69,3.48,8.37,2.57,0.32,0.49,0.80,0.11,830033
28,0.17,-0.27,-0.02,-6.19,-6.00,3.69,3.48,8.37,2.57,0.32,0.49,0.80,0.11,830051
29,0.17,-0.27,-0.02,-6.19,-6.00,3.69,3.55,8.18,2.30,0.32,0.49,0.80,0.11,830082
30,0.25,-0.08,-0.10,-6.19,-6.00,3.69,3.55,8.18,2.30,0.32,0.49,0.80,0.11,830103
31,0.25,-0.08,-0.10,-6.19,-6.00,3.69,4.32,8.45,3.07,0.32,0.49,0.80,0.11,830118
32,0.16,0.03,-0.03,-6.19,-6.00,3.69,4.32,8.45,3.07,0.32,0.49,0.80,0.11,830134
33,0.16,0.03,-0.03,-6.19,-6.00,3.69,4.32,8.45,3.07,0.33,0.50,0.79,0.12,830155
34,0.16,0.03,-0.03,-6.19,-6.00,3.69,4.09,8.41,3.23,0.33,0.50,0.79,0.12,830180
35,0.16,0.03,-0.03,-6.19,-6.00,3.69,3.94,8.60,3.57,0.33,0.50,0.79,0.12,830201
