,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.41,0.57,-0.03,-4.00,-3.94,9.69,0.17,9.77,1.46,0.63,-0.18,-0.21,0.73,132417
1,0.41,0.57,-0.03,-4.00,-3.94,9.69,0.17,9.77,1.46,0.64,-0.18,-0.20,0.72,132437
2,0.41,0.57,-0.03,-4.00,-3.94,9.69,0.62,12.22,1.85,0.64,-0.18,-0.20,0.72,132455
3,0.07,0.69,-0.12,-4.00,-3.94,9.69,0.62,12.22,1.85,0.64,-0.18,-0.20,0.72,132473
4,0.07,0.69,-0.12,-4.00,-3.94,9.69,0.13,12.37,1.81,0.64,-0.18,-0.20,0.72,132487
5,-0.17,0.06,0.13,-4.00,-3.94,9.69,0.13,12.37,1.81,0.64,-0.18,-0.20,0.72,132501
6,-0.17,0.06,0.13,-4.00,-3.94,9.69,0.13,12.37,1.81,0.65,-0.16,-0.19,0.72,132516
7,-0.17,0.06,0.13,-4.00,-3.94,9.69,0.05,10.84,1.24,0.65,-0.16,-0.19,0.72,132533
8,-0.48,-0.61,0.56,-4.00,-3.94,9.69,0.05,10.84,1.24,0.65,-0.16,-0.19,0.72,132546
9,-0.48,-0.61,0.56,-4.00,-3.94,9.69,0.05,10.84,1.24,0.64,-0.17,-0.19,0.73,132561
10,-0.48,-0.61,0.56,-4.00,-3.94,9.69,0.13,9.61,1.08,0.64,-0.17,-0.19,0.73,133571
11,-0.61,-0.71,0.72,-4.00,-3.94,9.69,0.13,9.61,1.08,0.64,-0.17,-0.19,0.73,135581
12,0.06,0.09,-0.01,-4.00,-3.94,9.69,0.13,9.61,1.08,0.64,-0.17,-0.19,0.73,136576
13,-0.01,-0.03,0.00,-4.00,-3.94,9.69,0.13,9.61,1.08,0.64,-0.17,-0.19,0.73,138486
14,0.03,0.13,-0.06,-4.00,-3.94,9.69,0.13,9.61,1.08,0.64,-0.17,-0.19,0.73,138506
15,0.03,0.13,-0.06,-4.00,-3.94,9.69,0.51,9.96,1.39,0.64,-0.17,-0.19,0.73,138523
16,0.03,0.13,-0.06,-4.00,-3.94,9.69,0.47,9.84,1.39,0.64,-0.17,-0.19,0.73,138539
17,-0.04,0.04,0.02,-4.00,-3.94,9.69,0.47,9.84,1.39,0.64,-0.17,-0.19,0.73,138559
18,-0.04,0.04,0.02,-4.00,-3.94,9.69,0.32,9.65,1.27,0.64,-0.17,-0.19,0.73,138581
19,-0.01,0.05,0.02,-4.00,-3.94,9.69,0.32,9.65,1.27,0.64,-0.17,-0.19,0.73,138604
20,-0.01,0.05,0.02,-4.00,-3.94,9.69,0.32,9.65,1.27,0.59,-0.29,-0.30,0.69,138622
21,-0.01,0.05,0.02,-4.00,-3.94,9.69,0.28,9.54,1.27,0.59,-0.29,-0.30,0.69,138641
22,0.00,0.03,-0.03,-4.00,-3.94,9.69,0.28,9.54,1.27,0.59,-0.29,-0.30,0.69,138664
23,0.00,0.03,-0.03,-4.00,-3.94,9.69,0.28,9.61,1.24,0.59,-0.29,-0.30,0.69,138681
24,0.02,-0.04,-0.02,-4.00,-3.94,9.69,0.28,9.61,1.24,0.59,-0.29,-0.30,0.69,138703
25,0.02,-0.04,-0.02,-4.00,-3.94,9.69,0.28,9.61,1.24,0.59,-0.29,-0.30,0.69,138726
26,0.02,-0.04,-0.02,-4.00,-3.94,9.69,0.43,9.77,1.43,0.59,-0.29,-0.30,0.69,138741
27,0.00,-0.03,-0.02,-4.00,-3.94,9.69,0.43,9.77,1.43,0.59,-0.29,-0.30,0.69,138760
28,0.00,-0.03,-0.02,-4.00,-3.94,9.69,0.47,9.61,1.43,0.59,-0.29,-0.30,0.69,138780
29,-0.01,-0.03,-0.01,-4.00,-3.94,9.69,0.47,9.61,1.43,0.59,-0.29,-0.30,0.69,138816
30,-0.01,-0.03,-0.01,-4.00,-3.94,9.69,0.47,9.61,1.43,0.59,-0.29,-0.31,0.69,138831
31,-0.01,-0.03,-0.01,-4.00,-3.94,9.69,0.47,9.54,1.35,0.59,-0.29,-0.31,0.69,138851
32,-0.01,-0.03,-0.01,-2.31,-3.37,4.25,0.47,9.54,1.35,0.59,-0.29,-0.31,0.69,138866
33,-0.01,-0.03,-0.01,-2.31,-3.37,4.25,0.51,9.73,1.16,0.59,-0.29,-0.31,0.69,138885
34,-0.02,0.01,-0.02,-2.31,-3.37,4.25,0.51,9.73,1.16,0.59,-0.29,-0.31,0.69,138907
35,-0.02,0.01,-0.02,-2.31,-3.37,4.25,0.47,9.92,1.16,0.59,-0.29,-0.31,0.69,138924
36,-0.01,0.02,0.02,-2.31,-3.37,4.25,0.47,9.92,1.16,0.59,-0.29,-0.31,0.69,138948
37,-0.01,0.02,0.02,-2.31,-3.37,4.25,0.47,9.92,1.16,0.59,-0.29,-0.31,0.69,138969
38,-0.01,0.02,0.02,-2.31,-3.37,4.25,0.21,9.73,1.12,0.59,-0.29,-0.31,0.69,138986
39,0.02,-0.06,0.05,-2.31,-3.37,4.25,0.21,9.73,1.12,0.59,-0.29,-0.31,0.69,139010
40,0.02,-0.06,0.05,-2.31,-3.37,4.25,0.13,9.84,1.24,0.59,-0.29,-0.31,0.69,139031
41,0.06,-0.07,-0.00,-2.31,-3.37,4.25,0.13,9.84,1.24,0.59,-0.29,-0.31,0.69,139053
42,0.06,-0.07,-0.00,-2.31,-3.37,4.25,0.13,9.84,1.24,0.59,-0.29,-0.31,0.69,139071
43,0.06,-0.07,-0.00,-2.31,-3.37,4.25,0.28,9.88,1.58,0.59,-0.29,-0.31,0.69,139092
44,0.05,-0.04,-0.03,-2.31,-3.37,4.25,0.28,9.88,1.58,0.59,-0.29,-0.31,0.69,139116
45,0.05,-0.04,-0.03,-2.31,-3.37,4.25,0.59,9.88,1.66,0.59,-0.29,-0.31,0.69,139133
46,-0.00,0.15,-0.02,-2.31,-3.37,4.25,0.59,9.88,1.66,0.59,-0.29,-0.31,0.69,139151
47,-0.00,0.15,-0.02,-2.31,-3.37,4.25,0.51,9.77,1.58,0.59,-0.29,-0.31,0.69,139168
48,-0.00,0.15,-0.02,-2.31,-3.37,4.25,0.28,9.57,1.39,0.59,-0.29,-0.31,0.69,139190
49,-0.01,0.09,-0.01,-2.31,-3.37,4.25,0.28,9.57,1.39,0.59,-0.29,-0.31,0.69,139210
50,-0.01,0.09,-0.01,-2.31,-3.37,4.25,0.28,9.57,1.27,0.59,-0.29,-0.31,0.69,139226
51,-0.01,0.04,-0.04,-2.31,-3.37,4.25,0.28,9.57,1.27,0.59,-0.29,-0.31,0.69,139243
52,-0.01,0.04,-0.04,-2.31,-3.37,4.25,0.28,9.57,1.27,0.59,-0.29,-0.31,0.69,139260
53,-0.01,0.04,-0.04,-2.31,-3.37,4.25,0.51,9.80,1.20,0.59,-0.29,-0.31,0.69,139277
54,-0.00,0.05,-0.00,-2.31,-3.37,4.25,0.51,9.80,1.20,0.59,-0.29,-0.31,0.69,139313
55,-0.00,0.05,-0.00,-2.31,-3.37,4.25,0.51,9.80,1.20,0.59,-0.29,-0.31,0.69,139338
56,-0.00,0.05,-0.00,-2.31,-3.37,4.25,0.47,9.77,1.16,0.59,-0.29,-0.31,0.69,139355
57,-0.00,0.05,-0.00,-2.31,-3.37,4.25,0.28,9.80,1.27,0.59,-0.29,-0.31,0.69,139373
58,0.01,0.04,0.01,-2.31,-3.37,4.25,0.28,9.80,1.27,0.59,-0.29,-0.31,0.69,139401
59,0.01,0.04,0.01,-2.31,-3.37,4.25,0.28,9.80,1.27,0.59,-0.29,-0.30,0.69,139421
60,0.01,0.04,0.01,-2.31,-3.37,4.25,0.32,9.54,1.35,0.59,-0.29,-0.30,0.69,139442
61,-0.00,-0.03,0.05,-2.31,-3.37,4.25,0.32,9.54,1.35,0.59,-0.29,-0.30,0.69,139463
62,-0.00,-0.03,0.05,-2.31,-3.37,4.25,0.32,9.46,1.27,0.59,-0.29,-0.30,0.69,139478
63,-0.01,-0.03,0.03,-2.31,-3.37,4.25,0.32,9.46,1.27,0.59,-0.29,-0.30,0.69,139502
