,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.22,-0.11,0.33,-11.19,-4.25,1.94,1.14,1.40,10.36,0.03,-0.07,-0.66,0.75,345147
1,0.22,-0.11,0.33,-11.19,-4.25,1.94,0.26,1.13,10.32,0.03,-0.07,-0.66,0.75,345165
2,0.24,-0.14,0.23,-11.19,-4.25,1.94,0.26,1.13,10.32,0.03,-0.07,-0.66,0.75,345180
3,0.24,-0.14,0.23,-11.19,-4.25,1.94,0.60,1.40,10.39,0.03,-0.07,-0.66,0.75,345197
4,0.24,-0.14,0.23,-11.19,-4.25,1.94,0.91,1.59,10.09,0.03,-0.07,-0.66,0.75,345212
5,0.23,0.18,-0.04,-11.19,-4.25,1.94,0.91,1.59,10.09,0.03,-0.07,-0.66,0.75,345227
6,0.23,0.18,-0.04,-11.19,-4.25,1.94,0.57,1.55,9.82,0.03,-0.07,-0.66,0.75,345240
7,0.22,-0.30,0.02,-11.19,-4.25,1.94,0.57,1.55,9.82,0.03,-0.07,-0.66,0.75,345254
8,0.22,-0.30,0.02,-11.19,-4.25,1.94,0.57,1.55,9.82,0.04,-0.08,-0.65,0.75,345268
9,0.22,-0.30,0.02,-11.19,-4.25,1.94,0.45,1.71,9.82,0.04,-0.08,-0.65,0.75,345282
10,0.22,-0.30,0.02,-11.19,-4.25,1.94,1.56,1.48,9.36,0.04,-0.08,-0.65,0.75,345297
11,0.02,0.05,-0.10,-11.19,-4.25,1.94,1.56,1.48,9.36,0.04,-0.08,-0.65,0.75,345308
12,0.02,0.05,-0.10,-11.19,-4.25,1.94,1.56,1.48,9.36,0.04,-0.09,-0.65,0.75,346317
13,0.02,0.05,-0.10,-11.19,-4.25,1.94,1.33,1.40,9.40,0.04,-0.09,-0.65,0.75,347330
14,0.02,0.05,-0.10,-11.19,-4.25,1.94,-0.47,1.02,9.86,0.04,-0.09,-0.65,0.75,347904
15,0.02,0.05,-0.10,-11.19,-4.25,1.94,-0.01,10.29,4.19,0.04,-0.09,-0.65,0.75,347933
16,0.02,0.05,-0.10,-11.19,-4.25,1.94,-1.66,9.10,3.42,0.04,-0.09,-0.65,0.75,347951
17,0.15,-0.08,0.03,-11.19,-4.25,1.94,-1.66,9.10,3.42,0.04,-0.09,-0.65,0.75,347967
18,0.15,-0.08,0.03,-11.19,-4.25,1.94,-1.35,9.21,3.35,0.04,-0.09,-0.65,0.75,347984
19,0.15,-0.08,0.03,-11.19,-4.25,1.94,-1.35,9.52,3.46,0.04,-0.09,-0.65,0.75,347998
20,0.12,0.08,-0.02,-11.19,-4.25,1.94,-1.35,9.52,3.46,0.04,-0.09,-0.65,0.75,348016
21,0.12,0.08,-0.02,-11.19,-4.25,1.94,-1.35,9.68,3.12,0.04,-0.09,-0.65,0.75,348030
22,0.13,0.06,-0.01,-11.19,-4.25,1.94,-1.35,9.68,3.12,0.04,-0.09,-0.65,0.75,348048
23,0.13,0.06,-0.01,-11.19,-4.25,1.94,-1.35,9.68,3.12,0.10,-0.58,-0.81,0.06,348060
24,0.13,0.06,-0.01,-5.94,-3.81,3.75,-1.35,9.68,3.12,0.10,-0.58,-0.81,0.06,348091
25,0.13,0.06,-0.01,-5.94,-3.81,3.75,-1.08,9.14,2.85,0.10,-0.58,-0.81,0.06,348105
26,0.16,0.21,-0.09,-5.94,-3.81,3.75,-1.08,9.14,2.85,0.10,-0.58,-0.81,0.06,348149
27,0.16,0.21,-0.09,-5.94,-3.81,3.75,-1.27,9.37,3.20,0.10,-0.58,-0.81,0.06,348169
28,0.16,0.21,-0.09,-5.94,-3.81,3.75,-1.12,9.48,2.96,0.10,-0.58,-0.81,0.06,348193
29,0.16,-0.16,-0.10,-5.94,-3.81,3.75,-1.12,9.48,2.96,0.10,-0.58,-0.81,0.06,348210
30,0.16,-0.16,-0.10,-5.94,-3.81,3.75,-1.12,9.48,2.96,0.10,-0.59,-0.80,0.05,348225
31,0.16,-0.16,-0.10,-5.94,-3.81,3.75,-0.85,9.60,2.96,0.10,-0.59,-0.80,0.05,348242
32,0.16,-0.16,-0.10,-5.94,-3.81,3.75,-1.12,9.79,2.31,0.10,-0.59,-0.80,0.05,348254
33,0.39,-0.77,0.13,-5.94,-3.81,3.75,-1.12,9.79,2.31,0.10,-0.59,-0.80,0.05,348269
34,0.39,-0.77,0.13,-5.94,-3.81,3.75,-1.93,9.98,1.12,0.10,-0.59,-0.80,0.05,348283
35,1.04,-2.44,0.59,-5.94,-3.81,3.75,-1.93,9.98,1.12,0.10,-0.59,-0.80,0.05,348297
36,1.04,-2.44,0.59,-5.94,-3.81,3.75,-1.93,9.98,1.12,0.05,-0.61,-0.79,0.03,348313
37,1.04,-2.44,0.59,-4.00,-2.25,3.50,-1.93,9.98,1.12,0.05,-0.61,-0.79,0.03,348339
38,1.04,-2.44,0.59,-4.00,-2.25,3.50,1.91,9.90,1.09,0.05,-0.61,-0.79,0.03,348353
39,1.16,-1.03,0.89,-4.00,-2.25,3.50,1.91,9.90,1.09,0.05,-0.61,-0.79,0.03,348394
40,1.16,-1.03,0.89,-4.00,-2.25,3.50,0.60,9.64,0.63,0.05,-0.61,-0.79,0.03,348415
41,1.07,-0.12,0.57,-4.00,-2.25,3.50,0.60,9.64,0.63,0.05,-0.61,-0.79,0.03,348445
42,1.07,-0.12,0.57,-4.00,-2.25,3.50,0.87,9.45,1.93,0.05,-0.61,-0.79,0.03,348466
43,0.82,0.15,0.25,-4.00,-2.25,3.50,0.87,9.45,1.93,0.05,-0.61,-0.79,0.03,348488
44,0.82,0.15,0.25,-4.00,-2.25,3.50,0.34,9.41,2.31,0.05,-0.61,-0.79,0.03,348506
45,0.44,-0.04,-0.16,-4.00,-2.25,3.50,0.34,9.41,2.31,0.05,-0.61,-0.79,0.03,348530
46,0.44,-0.04,-0.16,-4.00,-2.25,3.50,1.79,9.98,1.66,0.05,-0.61,-0.79,0.03,348547
