,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.00,0.00,-0.01,1.31,29.44,35.69,-8.67,2.19,3.95,-0.11,0.54,0.37,0.75,3860303
1,0.01,0.01,-0.01,1.31,29.44,35.69,-8.67,2.19,3.95,-0.11,0.54,0.37,0.75,3860321
2,0.01,0.01,-0.01,1.31,29.44,35.69,-8.67,2.19,3.92,-0.11,0.54,0.37,0.75,3860347
3,0.01,0.01,-0.01,1.50,30.69,32.38,-8.67,2.19,3.92,-0.11,0.54,0.37,0.75,3860371
4,0.01,0.00,-0.01,1.50,30.69,32.38,-8.67,2.19,3.92,-0.11,0.54,0.37,0.75,3860390
5,0.01,0.00,-0.01,2.25,29.62,31.37,-8.67,2.19,3.92,-0.11,0.54,0.37,0.75,3860408
6,0.01,0.00,-0.01,2.25,29.62,31.37,-8.67,2.19,3.92,-0.11,0.54,0.37,0.75,3860425
7,0.01,0.01,-0.01,2.25,29.62,31.37,-8.67,2.19,3.92,-0.11,0.54,0.37,0.75,3860440
8,0.01,0.01,-0.01,2.25,29.62,31.37,-8.67,2.19,3.92,-0.11,0.54,0.37,0.75,3860475
9,0.00,0.01,-0.01,2.25,29.62,31.37,-8.67,2.19,3.92,-0.11,0.54,0.37,0.75,3860493
10,0.00,0.01,-0.01,2.25,29.62,31.37,-8.67,2.19,3.95,-0.11,0.54,0.37,0.75,3860519
11,0.01,0.01,-0.01,2.25,29.62,31.37,-8.67,2.19,3.95,-0.11,0.54,0.37,0.75,3860535
12,0.01,0.01,-0.01,2.25,29.62,31.37,-8.67,2.19,3.95,-0.11,0.54,0.36,0.75,3860553
13,0.01,0.01,-0.01,2.25,29.62,31.37,-8.67,2.19,3.92,-0.11,0.54,0.36,0.75,3860574
14,0.01,0.01,-0.01,2.25,29.62,31.37,-8.67,2.19,3.92,-0.11,0.54,0.36,0.75,3860597
15,0.01,0.01,-0.01,2.25,29.62,31.37,-8.67,2.19,3.92,-0.11,0.54,0.36,0.75,3860620
16,0.00,-0.00,0.00,2.25,29.62,31.37,-8.67,2.19,3.92,-0.11,0.54,0.36,0.75,3860638
17,0.00,-0.00,0.00,2.25,29.62,31.37,-8.67,2.19,3.92,-0.11,0.54,0.36,0.75,3860655
18,0.00,-0.00,0.00,2.25,29.62,31.37,-8.67,2.23,3.95,-0.11,0.54,0.36,0.75,3860675
19,0.00,-0.00,0.00,2.25,29.62,31.37,-8.67,2.23,3.95,-0.11,0.54,0.36,0.75,3860696
20,0.00,-0.00,0.00,2.25,29.62,31.37,-8.64,2.19,3.95,-0.11,0.54,0.36,0.75,3860719
21,0.00,0.00,-0.01,2.25,29.62,31.37,-8.64,2.19,3.95,-0.11,0.54,0.36,0.75,3860736
22,0.00,0.00,-0.01,2.25,29.62,31.37,-8.64,2.19,3.95,-0.11,0.54,0.36,0.75,3860763
23,0.00,0.00,-0.01,2.25,29.62,31.37,-8.67,2.19,3.95,-0.11,0.54,0.36,0.75,3860778
24,0.01,0.01,-0.01,2.25,29.62,31.37,-8.67,2.19,3.95,-0.11,0.54,0.36,0.75,3860797
25,0.01,0.01,-0.01,2.25,29.62,31.37,-8.67,2.23,3.92,-0.11,0.54,0.36,0.75,3860821
26,0.00,0.00,-0.00,2.25,29.62,31.37,-8.67,2.23,3.92,-0.11,0.54,0.36,0.75,3860844
27,0.00,0.00,-0.00,2.25,29.62,31.37,-8.67,2.23,3.92,-0.11,0.54,0.36,0.75,3860867
28,0.00,0.00,-0.00,2.25,29.62,31.37,-8.67,2.23,3.92,-0.11,0.54,0.36,0.75,3860882
29,0.01,0.00,0.00,2.25,29.62,31.37,-8.67,2.23,3.92,-0.11,0.54,0.36,0.75,3860900
30,0.01,0.00,0.00,2.25,29.62,31.37,-8.67,2.19,3.95,-0.11,0.54,0.36,0.75,3860917
31,0.01,0.00,0.00,2.25,29.62,31.37,-8.67,2.19,3.92,-0.11,0.54,0.36,0.75,3860940
32,0.00,0.00,-0.00,2.25,29.62,31.37,-8.67,2.19,3.92,-0.11,0.54,0.36,0.75,3860964
33,0.00,0.00,-0.00,2.25,29.62,31.37,-8.67,2.19,3.95,-0.11,0.54,0.36,0.75,3860981
34,0.00,0.01,-0.01,2.25,29.62,31.37,-8.67,2.19,3.95,-0.11,0.54,0.36,0.75,3860999
35,0.00,0.01,-0.01,2.25,29.62,31.37,-8.64,2.19,3.95,-0.11,0.54,0.36,0.75,3861016
36,0.00,0.01,-0.01,2.25,29.62,31.37,-8.67,2.23,3.92,-0.11,0.54,0.36,0.75,3861032
37,0.01,0.01,-0.01,2.25,29.62,31.37,-8.67,2.23,3.92,-0.11,0.54,0.36,0.75,3861050
38,0.01,0.01,-0.01,2.25,29.62,31.37,-8.67,2.19,3.92,-0.11,0.54,0.36,0.75,3861069
39,0.00,-0.01,0.00,2.25,29.62,31.37,-8.67,2.19,3.92,-0.11,0.54,0.36,0.75,3861091
40,0.00,-0.01,0.00,2.25,29.62,31.37,-8.67,2.19,3.92,-0.11,0.54,0.36,0.75,3861110
41,0.00,-0.01,0.00,2.25,29.62,31.37,-8.67,2.23,3.95,-0.11,0.54,0.36,0.75,3861129
42,0.00,-0.01,0.00,2.25,29.62,31.37,-8.67,2.23,3.95,-0.11,0.54,0.36,0.75,3861147
43,0.00,-0.01,0.00,2.25,29.62,31.37,-8.64,2.23,3.95,-0.11,0.54,0.36,0.75,3861164
44,0.01,0.00,-0.01,2.25,29.62,31.37,-8.64,2.23,3.95,-0.11,0.54,0.36,0.75,3861190
45,0.01,0.00,-0.01,2.25,29.62,31.37,-8.64,2.23,3.95,-0.11,0.54,0.36,0.75,3861217
46,0.01,0.00,-0.01,2.25,29.62,31.37,-8.67,2.23,3.95,-0.11,0.54,0.36,0.75,3861233
47,0.01,0.00,-0.00,2.25,29.62,31.37,-8.67,2.23,3.95,-0.11,0.54,0.36,0.75,3861260
48,0.01,0.00,-0.00,2.25,29.62,31.37,-8.67,2.23,3.95,-0.11,0.54,0.36,0.75,3861277
49,0.01,0.00,-0.00,2.25,29.62,31.37,-8.67,2.23,3.95,-0.11,0.54,0.36,0.75,3861299
50,0.01,0.00,-0.00,2.25,29.62,31.37,-8.64,2.23,3.95,-0.11,0.54,0.36,0.75,3861318
51,0.00,0.00,-0.00,2.25,29.62,31.37,-8.64,2.23,3.95,-0.11,0.54,0.36,0.75,3861339
52,0.00,0.00,-0.00,2.25,29.62,31.37,-8.64,2.23,3.95,-0.11,0.54,0.36,0.75,3861359
53,0.00,0.00,-0.00,2.25,29.62,31.37,-8.67,2.23,3.95,-0.11,0.54,0.36,0.75,3861377
54,0.00,0.00,0.00,2.25,29.62,31.37,-8.67,2.23,3.95,-0.11,0.54,0.36,0.75,3861400
55,0.00,0.00,0.00,2.25,29.62,31.37,-8.64,2.23,3.95,-0.11,0.54,0.36,0.75,3861421
56,0.00,0.00,-0.00,2.25,29.62,31.37,-8.64,2.23,3.95,-0.11,0.54,0.36,0.75,3861434
57,0.00,0.00,-0.00,2.25,29.62,31.37,-8.64,2.23,3.95,-0.11,0.54,0.36,0.75,3861448
58,0.00,0.00,-0.00,2.25,29.62,31.37,-8.64,2.23,3.95,-0.11,0.54,0.36,0.75,3861474
59,0.01,0.00,-0.01,2.25,29.62,31.37,-8.64,2.23,3.95,-0.11,0.54,0.36,0.75,3861491
60,0.01,0.00,-0.01,2.25,29.62,31.37,-8.64,2.23,3.95,-0.11,0.54,0.36,0.75,3861511
61,0.01,0.00,-0.01,2.25,29.62,31.37,-8.64,2.23,3.95,-0.11,0.54,0.36,0.75,3861527
62,0.01,0.01,-0.01,2.25,29.62,31.37,-8.64,2.23,3.95,-0.11,0.54,0.36,0.75,3861547
63,0.01,0.01,-0.01,2.25,29.62,31.37,-8.67,2.23,3.95,-0.11,0.54,0.36,0.75,3861569
64,0.01,0.00,-0.01,2.25,29.62,31.37,-8.67,2.23,3.95,-0.11,0.54,0.36,0.75,3861591
65,0.01,0.00,-0.01,2.25,29.62,31.37,-8.67,2.23,3.95,-0.11,0.54,0.36,0.75,3861612
66,0.01,0.00,-0.01,2.25,29.62,31.37,-8.64,2.23,3.95,-0.11,0.54,0.36,0.75,3861635
67,0.00,0.01,-0.01,2.25,29.62,31.37,-8.64,2.23,3.95,-0.11,0.54,0.36,0.75,3861651
68,0.00,0.01,-0.01,2.25,29.62,31.37,-8.64,2.23,3.95,-0.11,0.54,0.36,0.75,3861674
69,0.01,0.01,-0.00,2.25,29.62,31.37,-8.64,2.23,3.95,-0.11,0.54,0.36,0.75,3861690
70,0.01,0.01,-0.00,2.25,29.62,31.37,-8.64,2.23,3.95,-0.11,0.54,0.36,0.75,3861709
71,0.01,0.01,-0.00,2.25,29.62,31.37,-8.64,2.19,3.95,-0.11,0.54,0.36,0.75,3861737
72,0.00,-0.00,0.00,2.25,29.62,31.37,-8.64,2.19,3.95,-0.11,0.54,0.36,0.75,3861758
73,0.00,-0.00,0.00,2.25,29.62,31.37,-8.64,2.23,3.95,-0.11,0.54,0.36,0.75,3861774
74,-0.04,-0.03,0.04,2.25,29.62,31.37,-8.64,2.23,3.95,-0.11,0.54,0.36,0.75,3861792
75,-0.04,-0.03,0.04,1.44,28.44,31.12,-8.64,2.23,3.95,-0.11,0.54,0.36,0.75,3861811
76,-0.04,-0.03,0.04,1.44,28.44,31.12,-8.75,2.27,3.92,-0.11,0.54,0.36,0.75,3861826
77,-0.07,-0.09,0.08,1.44,28.44,31.12,-8.75,2.27,3.92,-0.11,0.54,0.36,0.75,3861857
78,-0.07,-0.09,0.08,1.44,28.44,31.12,-8.90,2.38,3.88,-0.11,0.54,0.36,0.75,3861872
79,-0.07,-0.09,0.08,1.44,28.44,31.12,-9.52,2.84,3.42,-0.11,0.54,0.36,0.75,3861888
80,-0.11,-0.50,-0.11,1.44,28.44,31.12,-9.52,2.84,3.42,-0.11,0.54,0.36,0.75,3861906
81,-0.11,-0.50,-0.11,1.44,28.44,31.12,-8.86,2.42,4.14,-0.11,0.54,0.36,0.75,3861923
82,-0.16,-0.75,-0.16,1.44,28.44,31.12,-8.86,2.42,4.14,-0.11,0.54,0.36,0.75,3861944
83,-0.16,-0.75,-0.16,1.44,28.44,31.12,-8.86,2.42,4.14,-0.11,0.52,0.37,0.77,3861964
84,-0.16,-0.75,-0.16,1.44,28.44,31.12,-9.90,2.88,3.95,-0.11,0.52,0.37,0.77,3861985
85,-0.29,-1.40,-0.20,1.44,28.44,31.12,-9.90,2.88,3.95,-0.11,0.52,0.37,0.77,3862008
86,-0.29,-1.40,-0.20,1.44,28.44,31.12,-8.71,1.15,4.34,-0.11,0.52,0.37,0.77,3862026
87,1.14,2.34,0.12,1.44,28.44,31.12,-8.71,1.15,4.34,-0.11,0.52,0.37,0.77,3862041
88,1.14,2.34,0.12,1.44,28.44,31.12,-7.29,-4.63,-6.16,-0.11,0.52,0.37,0.77,3862057
89,1.14,2.34,0.12,1.44,28.44,31.12,-12.46,-2.33,3.73,-0.11,0.52,0.37,0.77,3862072
90,1.47,0.97,-0.34,1.44,28.44,31.12,-12.46,-2.33,3.73,-0.11,0.52,0.37,0.77,3862091
91,1.47,0.97,-0.34,1.44,28.44,31.12,-12.46,-2.33,3.73,-0.08,0.53,0.34,0.77,3862114
92,1.47,0.97,-0.34,1.44,28.44,31.12,-9.21,0.23,11.46,-0.08,0.53,0.34,0.77,3862129
93,-1.19,0.38,-0.35,1.44,28.44,31.12,-9.21,0.23,11.46,-0.08,0.53,0.34,0.77,3862143
94,-1.19,0.38,-0.35,1.44,28.44,31.12,-9.75,-0.11,3.46,-0.08,0.53,0.34,0.77,3862174
95,-1.53,1.20,-0.66,1.44,28.44,31.12,-9.75,-0.11,3.46,-0.08,0.53,0.34,0.77,3862195
96,-1.53,1.20,-0.66,-13.50,28.06,20.19,-9.75,-0.11,3.46,-0.08,0.53,0.34,0.77,3862210
97,-1.53,1.20,-0.66,-13.50,28.06,20.19,-7.79,2.69,6.06,-0.08,0.53,0.34,0.77,3862228
98,-1.50,1.04,-0.40,-13.50,28.06,20.19,-7.79,2.69,6.06,-0.08,0.53,0.34,0.77,3862243
99,-1.50,1.04,-0.40,-13.50,28.06,20.19,-8.25,3.53,6.33,-0.08,0.53,0.34,0.77,3862259
100,-1.45,0.12,-0.10,-13.50,28.06,20.19,-8.25,3.53,6.33,-0.08,0.53,0.34,0.77,3862276
101,-1.45,0.12,-0.10,-13.50,28.06,20.19,-8.25,3.53,6.33,-0.21,0.54,0.36,0.73,3862291
102,-1.45,0.12,-0.10,-21.31,24.25,20.31,-8.25,3.53,6.33,-0.21,0.54,0.36,0.73,3862304
103,-1.45,0.12,-0.10,-21.31,24.25,20.31,-7.87,1.69,2.19,-0.21,0.54,0.36,0.73,3862319
104,-0.63,0.38,-0.04,-21.31,24.25,20.31,-7.87,1.69,2.19,-0.21,0.54,0.36,0.73,3862389
105,-0.63,0.38,-0.04,-21.31,24.25,20.31,-7.87,1.69,2.19,-0.23,0.54,0.37,0.72,3862406
106,-0.63,0.38,-0.04,-21.31,24.25,20.31,-6.99,3.22,2.46,-0.23,0.54,0.37,0.72,3862425
107,-0.03,-0.58,0.79,-21.31,24.25,20.31,-6.99,3.22,2.46,-0.23,0.54,0.37,0.72,3862439
108,-0.03,-0.58,0.79,-21.31,24.25,20.31,-6.99,3.22,2.46,-0.24,0.53,0.39,0.71,3862464
109,-0.03,-0.58,0.79,-21.31,24.25,20.31,-5.95,3.64,1.89,-0.24,0.53,0.39,0.71,3862498
110,1.04,-0.89,1.00,-21.31,24.25,20.31,-5.95,3.64,1.89,-0.24,0.53,0.39,0.71,3862545
111,1.04,-0.89,1.00,-21.31,24.25,20.31,-11.05,3.26,6.71,-0.24,0.53,0.39,0.71,3862571
112,1.04,-0.89,1.00,-21.31,24.25,20.31,-7.71,1.73,5.33,-0.24,0.53,0.39,0.71,3862584
113,-0.05,-0.04,0.30,-21.31,24.25,20.31,-7.71,1.73,5.33,-0.24,0.53,0.39,0.71,3862609
114,-0.05,-0.04,0.30,-21.31,24.25,20.31,-8.90,2.11,4.07,-0.24,0.53,0.39,0.71,3862625
115,0.06,0.06,0.10,-21.31,24.25,20.31,-8.90,2.11,4.07,-0.24,0.53,0.39,0.71,3862641
116,0.06,0.06,0.10,-21.31,24.25,20.31,-8.90,2.11,4.07,-0.16,0.52,0.42,0.72,3862664
117,0.06,0.06,0.10,-21.31,24.25,20.31,-8.94,2.23,3.92,-0.16,0.52,0.42,0.72,3862684
118,-0.07,-0.09,-0.03,-21.31,24.25,20.31,-8.94,2.23,3.92,-0.16,0.52,0.42,0.72,3862702
119,-0.07,-0.09,-0.03,-21.31,24.25,20.31,-8.64,2.04,4.07,-0.16,0.52,0.42,0.72,3862717
