,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.02,0.01,0.00,-6.31,-4.13,15.56,2.66,9.36,2.42,0.48,-0.39,-0.32,0.72,654018
1,0.02,0.01,0.00,-6.31,-4.13,15.56,2.58,9.32,2.42,0.48,-0.39,-0.32,0.72,654058
2,0.02,0.01,0.00,-6.31,-4.13,15.56,2.58,9.44,2.34,0.48,-0.39,-0.32,0.72,654098
3,0.02,0.01,0.00,-6.31,-4.13,15.56,2.58,9.36,2.34,0.48,-0.39,-0.32,0.72,654135
4,0.01,0.01,-0.00,-6.31,-4.13,15.56,2.58,9.36,2.34,0.48,-0.39,-0.32,0.72,654174
5,0.01,0.01,-0.00,-6.31,-4.13,15.56,2.58,9.36,2.38,0.48,-0.39,-0.32,0.72,654213
6,0.01,0.01,-0.00,-6.31,-4.13,15.56,2.62,9.40,2.38,0.48,-0.39,-0.32,0.72,654253
7,0.01,0.01,-0.00,-6.31,-4.13,15.56,2.62,9.29,2.38,0.48,-0.39,-0.32,0.72,654291
8,0.01,0.01,-0.00,-4.50,-5.94,15.19,2.62,9.29,2.38,0.48,-0.39,-0.32,0.72,654329
9,0.01,0.01,-0.00,-4.50,-5.94,15.19,2.66,9.36,2.38,0.48,-0.39,-0.32,0.72,654369
10,0.00,0.00,0.01,-4.50,-5.94,15.19,2.66,9.36,2.38,0.48,-0.39,-0.32,0.72,654409
11,0.00,0.00,0.01,-4.50,-5.94,15.19,2.58,9.40,2.34,0.48,-0.39,-0.32,0.72,654449
12,0.00,0.00,0.01,-4.50,-5.94,15.19,2.58,9.40,2.34,0.48,-0.39,-0.32,0.72,654486
13,0.00,-0.01,0.00,-4.50,-5.94,15.19,2.58,9.40,2.34,0.48,-0.39,-0.32,0.72,654526
14,0.01,0.01,0.01,-4.50,-5.94,15.19,2.58,9.40,2.34,0.48,-0.39,-0.32,0.72,654565
15,0.01,0.01,0.01,-4.50,-5.94,15.19,2.62,9.36,2.34,0.48,-0.39,-0.32,0.72,654604
16,0.01,0.01,0.01,-4.50,-5.94,15.19,2.62,9.40,2.42,0.48,-0.39,-0.32,0.72,654642
17,0.01,0.01,0.01,-4.44,-5.13,15.19,2.62,9.40,2.42,0.48,-0.39,-0.32,0.72,654680
18,0.01,0.01,0.01,-4.44,-5.13,15.19,2.54,9.40,2.34,0.48,-0.39,-0.32,0.72,654720
19,0.00,-0.01,0.01,-4.44,-5.13,15.19,2.54,9.40,2.34,0.48,-0.39,-0.32,0.72,654758
20,0.00,-0.01,0.01,-4.44,-5.13,15.19,2.54,9.40,2.23,0.48,-0.39,-0.32,0.72,654797
21,0.00,-0.01,0.01,-4.44,-5.13,15.19,2.62,9.40,2.30,0.48,-0.39,-0.32,0.72,654836
