,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.00,0.00,-0.00,-73.50,9.31,87.94,-9.54,-0.90,2.02,0.49,0.39,-0.65,0.42,327050
1,0.00,0.00,-0.00,-73.50,9.31,87.94,-9.54,-0.94,2.02,0.49,0.39,-0.65,0.42,327091
2,0.00,0.00,-0.00,-73.50,9.31,87.94,-9.54,-0.90,2.02,0.49,0.39,-0.65,0.42,327130
3,0.00,0.00,0.00,-73.50,9.31,87.94,-9.54,-0.90,2.02,0.49,0.39,-0.65,0.42,327170
4,0.00,-0.00,0.00,-73.50,9.31,87.94,-9.54,-0.90,2.02,0.49,0.39,-0.65,0.42,327209
5,0.00,-0.00,0.00,-73.50,9.31,87.94,-9.54,-0.94,2.02,0.49,0.39,-0.65,0.42,327249
6,0.00,-0.00,0.00,-73.50,9.31,87.94,-9.54,-0.94,2.02,0.49,0.39,-0.65,0.42,327291
7,0.00,-0.00,0.00,-73.50,9.31,87.94,-9.54,-0.94,2.02,0.49,0.39,-0.65,0.42,327329
8,0.00,0.00,0.00,-73.50,9.31,87.94,-9.54,-0.94,2.02,0.49,0.39,-0.65,0.42,327370
9,0.00,0.00,0.00,-73.50,9.31,87.94,-9.54,-0.94,2.02,0.49,0.39,-0.65,0.42,327410
10,0.00,0.00,0.00,-73.50,9.31,87.94,-9.54,-0.94,2.02,0.49,0.39,-0.65,0.42,327451
11,0.00,0.00,0.00,-73.50,9.31,87.94,-9.50,-0.94,2.02,0.49,0.39,-0.65,0.42,327490
12,0.00,0.00,0.00,-73.50,9.31,87.94,-9.54,-0.90,2.02,0.49,0.39,-0.65,0.42,327528
13,-0.00,0.00,0.00,-73.50,9.31,87.94,-9.54,-0.90,2.02,0.49,0.39,-0.65,0.42,327568
14,-0.00,0.00,0.00,-73.50,9.31,87.94,-9.50,-0.90,2.02,0.49,0.39,-0.65,0.42,327609
15,0.00,-0.00,0.00,-73.50,9.31,87.94,-9.50,-0.90,2.02,0.49,0.39,-0.65,0.42,327650
16,0.00,-0.00,0.00,-73.50,9.31,87.94,-9.54,-0.90,2.02,0.49,0.39,-0.65,0.42,327690
17,0.00,-0.00,0.00,-73.50,9.31,87.94,-9.50,-0.94,2.02,0.49,0.39,-0.65,0.42,327729
18,0.00,0.00,-0.00,-73.50,9.31,87.94,-9.50,-0.94,2.02,0.49,0.39,-0.65,0.42,327770
19,0.00,0.00,0.00,-73.50,9.31,87.94,-9.50,-0.94,2.02,0.49,0.39,-0.65,0.42,327810
20,0.00,0.00,0.00,-73.50,9.31,87.94,-9.54,-0.90,2.02,0.49,0.39,-0.65,0.42,327849
21,0.00,0.00,0.00,-73.50,9.31,87.94,-9.54,-0.90,2.02,0.49,0.39,-0.65,0.42,327889
22,0.00,0.00,0.00,-73.50,9.31,87.94,-9.54,-0.94,2.02,0.49,0.39,-0.65,0.42,327927
23,0.00,0.00,-0.00,-73.50,9.31,87.94,-9.54,-0.94,2.02,0.49,0.39,-0.65,0.42,327967
24,-0.00,0.01,0.00,-73.50,9.31,87.94,-9.54,-0.94,2.02,0.49,0.39,-0.65,0.42,328008
25,-0.00,0.01,0.00,-73.50,9.31,87.94,-9.54,-0.94,2.02,0.49,0.39,-0.65,0.42,328048
26,-0.00,0.01,0.00,-73.50,9.31,87.94,-9.50,-0.94,1.98,0.49,0.39,-0.65,0.42,328089
27,-0.00,0.01,0.00,-73.50,9.31,87.94,-9.50,-0.94,2.02,0.49,0.39,-0.65,0.42,328127
28,0.00,-0.01,0.00,-73.50,9.31,87.94,-9.50,-0.94,2.02,0.49,0.39,-0.65,0.42,328168
29,0.00,-0.01,0.00,-73.50,9.31,87.94,-9.54,-0.94,2.02,0.49,0.39,-0.65,0.42,328208
30,0.00,-0.01,0.00,-73.50,9.31,87.94,-9.50,-0.94,2.02,0.49,0.39,-0.65,0.42,328249
31,0.00,-0.01,0.00,-73.50,9.31,87.94,-9.50,-0.90,2.06,0.49,0.39,-0.65,0.42,328290
32,0.00,-0.01,0.00,-73.50,9.31,87.94,-9.50,-0.90,2.02,0.49,0.39,-0.65,0.42,328328
33,0.00,0.03,-0.01,-73.50,9.31,87.94,-9.50,-0.90,2.02,0.49,0.39,-0.65,0.42,328369
34,0.00,0.03,-0.01,-73.50,9.31,87.94,-9.54,-0.94,1.98,0.49,0.39,-0.65,0.42,328410
35,0.00,0.00,0.00,-73.50,9.31,87.94,-9.54,-0.94,1.98,0.49,0.39,-0.65,0.42,328450
36,0.00,0.00,0.00,-73.50,9.31,87.94,-9.50,-0.94,1.98,0.49,0.39,-0.65,0.42,328489
37,0.00,0.00,0.00,-73.50,9.31,87.94,-9.54,-0.94,1.98,0.49,0.39,-0.65,0.42,328527
