,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.02,0.01,0.00,3.56,-10.00,15.06,1.20,0.70,9.93,0.08,0.01,0.50,0.86,608029
1,0.02,0.01,0.00,3.56,-10.00,15.06,1.20,0.67,9.93,0.08,0.01,0.50,0.86,608067
2,0.02,0.01,0.00,4.19,-11.06,14.75,1.20,0.67,9.93,0.08,0.01,0.50,0.86,608106
3,-0.01,-0.02,0.01,4.19,-11.06,14.75,1.20,0.67,9.93,0.08,0.01,0.50,0.86,608145
4,-0.01,-0.02,0.01,4.19,-11.06,14.75,1.24,0.67,9.93,0.08,0.01,0.50,0.86,608184
5,-0.01,-0.02,0.01,4.19,-11.06,14.75,1.28,0.67,9.93,0.08,0.01,0.50,0.86,608223
6,-0.01,-0.02,0.01,4.19,-11.06,14.75,1.20,0.67,9.93,0.08,0.01,0.50,0.86,608261
7,0.01,-0.03,-0.00,4.19,-11.06,14.75,1.20,0.67,9.93,0.08,0.01,0.50,0.86,608300
8,-0.01,-0.03,0.01,4.19,-11.06,14.75,1.20,0.67,9.93,0.08,0.01,0.50,0.86,608337
9,-0.01,-0.03,0.01,4.19,-11.06,14.75,1.24,0.70,9.89,0.08,0.01,0.50,0.86,608376
10,-0.01,-0.03,0.01,4.19,-11.06,14.75,1.28,0.59,9.93,0.08,0.01,0.50,0.86,608414
11,-0.04,-0.01,0.01,4.19,-11.06,14.75,1.28,0.59,9.93,0.08,0.01,0.50,0.86,608453
12,-0.03,0.01,0.00,4.19,-11.06,14.75,1.28,0.59,9.93,0.08,0.01,0.50,0.86,608493
13,-0.03,0.01,0.00,4.19,-11.06,14.75,1.32,0.59,9.96,0.08,0.01,0.50,0.86,608531
14,-0.03,0.01,0.00,4.19,-11.06,14.75,1.28,0.55,9.93,0.08,0.01,0.50,0.86,608571
15,-0.03,0.01,0.00,4.19,-11.06,14.75,1.24,0.59,9.89,0.08,0.01,0.50,0.86,608608
16,0.02,0.00,0.01,4.19,-11.06,14.75,1.24,0.59,9.89,0.08,0.01,0.50,0.86,608647
17,0.02,0.00,0.01,4.19,-11.06,14.75,1.28,0.59,9.96,0.08,0.01,0.50,0.86,608686
18,0.02,0.00,0.01,4.19,-11.06,14.75,1.28,0.59,9.93,0.08,0.01,0.50,0.86,608724
19,0.02,0.00,0.01,4.19,-11.06,14.75,1.28,0.59,9.93,0.08,0.01,0.50,0.86,608761
20,0.01,0.02,-0.01,4.19,-11.06,14.75,1.28,0.59,9.93,0.08,0.01,0.50,0.86,608800
21,0.00,0.01,-0.00,4.19,-11.06,14.75,1.28,0.59,9.93,0.08,0.01,0.50,0.86,608838
22,0.00,0.01,-0.00,4.19,-11.06,14.75,1.24,0.59,9.93,0.08,0.01,0.50,0.86,608877
23,0.00,0.01,-0.00,4.19,-11.06,14.75,1.28,0.63,9.93,0.08,0.01,0.50,0.86,608914
24,-0.02,0.01,-0.02,4.19,-11.06,14.75,1.28,0.63,9.93,0.08,0.01,0.50,0.86,608955
25,-0.02,0.01,-0.01,4.19,-11.06,14.75,1.28,0.63,9.93,0.08,0.01,0.50,0.86,608994
26,-0.02,0.01,-0.01,4.19,-11.06,14.75,1.24,0.55,9.93,0.08,0.01,0.50,0.86,609033
27,-0.02,0.01,-0.01,4.19,-11.06,14.75,1.28,0.51,9.93,0.08,0.01,0.50,0.86,609073
28,-0.02,0.01,-0.01,4.19,-11.06,14.75,1.24,0.51,9.93,0.08,0.01,0.50,0.86,609111
29,0.02,0.06,0.00,4.19,-11.06,14.75,1.24,0.51,9.93,0.08,0.01,0.50,0.86,609148
30,-0.00,-0.04,-0.01,4.19,-11.06,14.75,1.24,0.51,9.93,0.08,0.01,0.50,0.86,609187
31,-0.00,-0.04,-0.01,4.19,-11.06,14.75,1.36,0.51,9.93,0.08,0.01,0.50,0.86,609226
32,-0.00,-0.04,-0.01,4.19,-11.06,14.75,1.28,0.51,9.96,0.08,0.01,0.50,0.86,609265
33,0.01,0.08,-0.03,4.19,-11.06,14.75,1.28,0.51,9.96,0.08,0.01,0.50,0.86,609305
34,0.01,0.03,-0.02,4.19,-11.06,14.75,1.28,0.51,9.96,0.08,0.01,0.50,0.86,609344
35,0.01,0.03,-0.02,4.19,-11.06,14.75,1.20,0.55,9.96,0.08,0.01,0.50,0.86,609383
36,0.01,0.03,-0.02,4.19,-11.06,14.75,1.20,0.55,9.96,0.08,0.01,0.50,0.86,609423
37,0.01,0.03,-0.02,4.19,-11.06,14.75,1.20,0.59,9.93,0.08,0.01,0.50,0.86,609461
38,-0.01,0.03,0.01,4.19,-11.06,14.75,1.20,0.59,9.93,0.08,0.01,0.50,0.86,609499
39,-0.01,0.03,0.01,4.19,-11.06,14.75,1.13,0.59,9.89,0.08,0.01,0.50,0.86,609537
40,-0.01,0.03,0.01,4.19,-11.06,14.75,1.16,0.59,9.93,0.08,0.01,0.50,0.86,609576
41,-0.01,0.03,0.01,4.19,-11.06,14.75,1.20,0.51,9.93,0.08,0.01,0.50,0.86,609613
42,0.01,-0.01,0.01,4.19,-11.06,14.75,1.20,0.51,9.93,0.08,0.01,0.50,0.86,609652
43,0.00,-0.01,0.01,4.19,-11.06,14.75,1.20,0.51,9.93,0.08,0.01,0.50,0.86,609691
44,0.00,-0.01,0.01,4.19,-11.06,14.75,1.20,0.55,9.93,0.08,0.01,0.50,0.86,609730
45,0.00,-0.01,0.01,4.19,-11.06,14.75,1.20,0.55,9.96,0.08,0.01,0.50,0.86,609768
46,0.00,-0.01,0.01,4.19,-11.06,14.75,1.20,0.55,9.93,0.08,0.01,0.50,0.86,609805
47,-0.00,-0.01,0.01,4.19,-11.06,14.75,1.20,0.55,9.93,0.08,0.01,0.50,0.86,609845
48,-0.00,-0.01,0.01,4.19,-11.06,14.75,1.20,0.51,9.93,0.08,0.01,0.50,0.86,609884
49,-0.00,-0.01,0.01,4.19,-11.06,14.75,1.20,0.55,9.93,0.08,0.01,0.50,0.86,609924
50,-0.00,-0.01,0.01,4.19,-11.06,14.75,1.24,0.55,9.93,0.08,0.01,0.50,0.86,609961
51,-0.02,-0.14,0.02,4.19,-11.06,14.75,1.24,0.55,9.93,0.08,0.01,0.50,0.86,610000
52,-0.02,-0.14,0.02,4.19,-11.06,14.75,1.43,0.44,9.93,0.08,0.01,0.50,0.86,610039
53,-0.02,-0.14,0.02,4.19,-11.06,14.75,1.43,0.44,9.93,0.08,0.01,0.50,0.86,610078
54,-0.02,-0.14,0.02,4.19,-11.06,14.75,1.32,0.48,9.96,0.08,0.01,0.50,0.86,610117
55,-0.02,-0.14,0.02,3.88,-11.06,13.94,1.32,0.48,9.96,0.08,0.01,0.50,0.86,610155
56,0.08,0.11,-0.03,3.88,-11.06,13.94,1.28,0.51,9.96,0.08,0.01,0.50,0.86,610234
57,0.08,0.11,-0.03,3.88,-11.06,13.94,1.13,0.70,9.85,0.08,0.01,0.50,0.86,610273
58,0.08,0.11,-0.03,3.88,-11.06,13.94,1.16,0.70,9.93,0.08,0.01,0.50,0.86,610311
59,-0.04,-0.20,0.02,3.88,-11.06,13.94,1.16,0.70,9.93,0.08,0.01,0.50,0.86,610349
60,-0.04,-0.20,0.02,3.88,-11.06,13.94,1.55,0.55,9.89,0.08,0.01,0.50,0.86,610387
61,-0.03,-0.11,0.02,3.88,-11.06,13.94,1.55,0.55,9.89,0.08,0.01,0.50,0.86,610426
62,-0.03,-0.11,0.02,3.88,-11.06,13.94,1.51,0.48,9.93,0.08,0.01,0.50,0.86,610463
63,-0.02,-0.05,0.02,3.88,-11.06,13.94,1.51,0.48,9.93,0.08,0.01,0.50,0.86,610502
64,-0.02,-0.05,0.02,3.88,-11.06,13.94,1.43,0.55,9.89,0.08,0.01,0.50,0.86,610543
65,0.01,-0.02,0.01,3.88,-11.06,13.94,1.43,0.55,9.89,0.08,0.01,0.50,0.86,610582
66,0.01,-0.02,0.01,3.88,-11.06,13.94,1.47,0.48,9.93,0.08,0.01,0.50,0.86,610621
67,0.01,-0.02,0.01,3.88,-11.06,13.94,1.51,0.51,9.89,0.08,0.01,0.50,0.86,610659
68,-0.02,0.04,-0.01,3.88,-11.06,13.94,1.51,0.51,9.89,0.08,0.01,0.50,0.86,610697
69,-0.02,0.04,-0.01,3.88,-11.06,13.94,1.51,0.44,9.89,0.08,0.01,0.50,0.86,610737
70,-0.02,0.04,-0.01,3.88,-11.06,13.94,1.32,0.51,9.93,0.08,0.01,0.50,0.86,610775
71,-0.02,0.04,-0.01,3.88,-11.06,13.94,1.36,0.51,9.96,0.08,0.01,0.50,0.86,610812
72,0.01,0.05,-0.03,3.88,-11.06,13.94,1.36,0.51,9.96,0.08,0.01,0.50,0.86,610851
73,0.01,0.05,-0.03,3.88,-11.06,13.94,1.47,0.40,9.96,0.08,0.01,0.50,0.86,610892
74,0.01,0.06,-0.02,3.88,-11.06,13.94,1.47,0.40,9.96,0.08,0.01,0.50,0.86,610931
75,0.01,0.06,-0.02,3.88,-11.06,13.94,1.32,0.51,9.96,0.08,0.01,0.50,0.86,610970
76,0.01,0.06,-0.02,3.88,-11.06,13.94,1.20,0.48,9.89,0.08,0.01,0.50,0.86,611007
77,0.01,0.06,-0.02,3.88,-11.06,13.94,1.24,0.51,9.89,0.08,0.01,0.50,0.86,611046
78,0.02,-0.01,0.03,3.88,-11.06,13.94,1.24,0.51,9.89,0.08,0.01,0.50,0.86,611085
79,0.02,-0.01,0.03,3.88,-11.06,13.94,1.16,0.59,9.93,0.08,0.01,0.50,0.86,611124
80,0.02,-0.01,0.03,3.88,-11.06,13.94,1.32,0.48,9.93,0.08,0.01,0.50,0.86,611161
81,-0.01,-0.06,0.01,3.88,-11.06,13.94,1.32,0.48,9.93,0.08,0.01,0.50,0.86,611202
82,0.01,-0.01,0.00,3.88,-11.06,13.94,1.32,0.48,9.93,0.08,0.01,0.50,0.86,611240
83,0.01,-0.01,0.00,3.88,-11.06,13.94,1.32,0.44,9.96,0.08,0.01,0.50,0.86,611278
84,0.01,-0.01,0.00,3.88,-11.06,13.94,1.28,0.48,9.93,0.08,0.01,0.50,0.86,611317
85,0.01,-0.01,0.00,3.88,-11.06,13.94,1.28,0.51,9.93,0.08,0.01,0.50,0.86,611354
86,0.01,-0.01,0.00,3.88,-11.06,13.94,1.32,0.51,9.93,0.08,0.01,0.50,0.86,611394
87,-0.01,-0.05,0.00,3.88,-11.06,13.94,1.32,0.51,9.93,0.08,0.01,0.50,0.86,611433
88,-0.01,-0.05,0.00,3.88,-11.06,13.94,1.47,0.48,9.93,0.08,0.01,0.50,0.86,611472
89,-0.01,-0.05,0.00,3.88,-11.06,13.94,1.36,0.44,9.89,0.08,0.01,0.50,0.86,611510
90,0.00,0.01,-0.01,3.88,-11.06,13.94,1.36,0.44,9.89,0.08,0.01,0.50,0.86,611549
91,0.02,-0.00,-0.03,3.88,-11.06,13.94,1.36,0.44,9.89,0.08,0.01,0.50,0.86,611587
92,0.02,-0.00,-0.03,3.88,-11.06,13.94,1.63,0.44,10.00,0.08,0.01,0.50,0.86,611625
