,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.00,0.00,0.00,37.25,20.06,30.44,-8.56,2.23,4.03,-0.12,0.53,0.39,0.75,4082005
1,0.00,0.01,-0.00,37.25,20.06,30.44,-8.56,2.23,4.03,-0.12,0.53,0.39,0.75,4082022
2,0.00,0.01,-0.00,37.25,20.06,30.44,-8.56,2.23,4.03,-0.12,0.53,0.39,0.75,4082125
3,0.00,0.01,-0.00,37.56,17.31,28.75,-8.56,2.23,4.03,-0.12,0.53,0.39,0.75,4082147
4,0.00,0.01,-0.00,37.56,17.31,28.75,-8.56,2.23,4.07,-0.12,0.53,0.39,0.75,4082166
5,0.00,0.01,0.00,37.56,17.31,28.75,-8.56,2.23,4.07,-0.12,0.53,0.39,0.75,4082180
6,0.00,0.01,0.00,37.56,17.31,28.75,-8.56,2.23,4.07,-0.12,0.53,0.39,0.75,4082194
7,0.00,0.01,0.00,37.56,17.31,28.75,-8.56,2.23,4.07,-0.12,0.53,0.39,0.75,4082207
8,0.00,0.01,0.00,37.56,17.31,28.75,-8.56,2.23,4.03,-0.12,0.53,0.39,0.75,4082219
9,0.00,-0.01,-0.01,37.56,17.31,28.75,-8.56,2.23,4.03,-0.12,0.53,0.39,0.75,4082232
10,0.00,-0.01,-0.01,37.56,17.31,28.75,-8.56,2.23,4.03,-0.12,0.53,0.39,0.75,4082249
11,0.00,-0.01,-0.01,37.56,17.31,28.75,-8.56,2.23,4.07,-0.12,0.53,0.39,0.75,4082264
12,0.00,-0.00,0.00,37.56,17.31,28.75,-8.56,2.23,4.07,-0.12,0.53,0.39,0.75,4082286
13,0.00,-0.00,0.00,37.56,17.31,28.75,-8.56,2.23,4.07,-0.12,0.53,0.39,0.75,4082301
14,0.00,-0.00,0.00,37.56,17.31,28.75,-8.56,2.23,4.11,-0.12,0.53,0.39,0.75,4082312
15,0.01,0.01,0.00,37.56,17.31,28.75,-8.56,2.23,4.11,-0.12,0.53,0.39,0.75,4082866
16,0.01,0.01,0.00,37.56,17.31,28.75,-8.56,2.23,4.11,-0.12,0.53,0.39,0.75,4082891
17,-0.03,-0.01,0.00,37.56,17.31,28.75,-8.56,2.23,4.11,-0.12,0.53,0.39,0.75,4082906
18,-0.03,-0.01,0.00,37.56,17.31,28.75,-8.60,2.19,4.07,-0.12,0.53,0.39,0.75,4082920
19,-0.03,-0.01,0.00,37.56,17.31,28.75,-8.60,2.19,4.07,-0.12,0.53,0.39,0.75,4082934
20,-0.03,-0.01,0.00,37.56,17.31,28.75,-8.60,2.19,4.07,-0.12,0.53,0.39,0.75,4082947
21,-0.03,-0.01,0.00,37.56,17.31,28.75,-8.60,2.19,4.03,-0.12,0.53,0.39,0.75,4083424
22,-0.04,-0.04,0.06,37.56,17.31,28.75,-8.60,2.19,4.03,-0.12,0.53,0.39,0.75,4083456
23,-0.04,-0.04,0.06,37.56,17.31,28.75,-8.60,2.19,4.03,-0.12,0.52,0.40,0.74,4083469
24,0.00,-0.06,0.04,37.56,17.31,28.75,-8.60,2.19,4.03,-0.12,0.52,0.40,0.74,4083482
25,0.00,-0.06,0.04,37.56,17.31,28.75,-8.60,2.19,4.03,-0.12,0.52,0.40,0.74,4083530
26,0.00,-0.06,0.04,37.56,17.31,28.75,-8.48,2.30,4.11,-0.12,0.52,0.40,0.74,4083548
27,0.00,-0.06,0.04,37.56,17.31,28.75,-8.41,2.38,4.22,-0.12,0.52,0.40,0.74,4083585
28,-0.02,-0.02,0.04,37.56,17.31,28.75,-8.41,2.38,4.22,-0.12,0.52,0.40,0.74,4083645
29,-0.02,-0.02,0.04,37.56,17.31,28.75,-8.45,2.38,4.18,-0.12,0.52,0.40,0.74,4083673
30,-0.02,-0.02,0.04,37.56,17.31,28.75,-8.37,2.42,4.26,-0.12,0.52,0.40,0.74,4083690
31,-0.01,0.01,-0.03,37.56,17.31,28.75,-8.37,2.42,4.26,-0.12,0.52,0.40,0.74,4083713
32,-0.01,0.01,-0.03,37.56,17.31,28.75,-8.48,2.38,4.18,-0.12,0.52,0.40,0.74,4083729
33,-0.04,-0.00,-0.01,37.56,17.31,28.75,-8.48,2.38,4.18,-0.12,0.52,0.40,0.74,4083749
34,-0.04,-0.00,-0.01,37.56,17.31,28.75,-8.41,2.34,4.22,-0.12,0.52,0.40,0.74,4083766
35,-0.04,-0.00,-0.01,37.56,17.31,28.75,-8.45,2.38,4.22,-0.12,0.52,0.40,0.74,4083784
36,-0.02,0.01,-0.01,37.56,17.31,28.75,-8.45,2.38,4.22,-0.12,0.52,0.40,0.74,4083804
37,-0.02,0.01,-0.01,37.56,17.31,28.75,-8.48,2.38,4.22,-0.12,0.52,0.40,0.74,4083823
38,-0.00,0.02,0.00,37.56,17.31,28.75,-8.48,2.38,4.22,-0.12,0.52,0.40,0.74,4083840
39,-0.00,0.02,0.00,37.56,17.31,28.75,-8.48,2.38,4.22,-0.12,0.52,0.40,0.74,4083863
40,-0.00,0.02,0.00,37.56,17.31,28.75,-8.45,2.38,4.22,-0.12,0.52,0.40,0.74,4083881
41,0.01,0.04,-0.03,37.56,17.31,28.75,-8.45,2.38,4.22,-0.12,0.52,0.40,0.74,4083900
42,0.01,0.04,-0.03,37.56,17.31,28.75,-8.45,2.34,4.22,-0.12,0.52,0.40,0.74,4083915
43,0.02,0.03,-0.03,37.56,17.31,28.75,-8.45,2.34,4.22,-0.12,0.52,0.40,0.74,4083931
44,0.02,0.03,-0.03,37.56,17.31,28.75,-8.45,2.34,4.22,-0.12,0.52,0.40,0.74,4083945
45,0.02,0.03,-0.03,37.56,17.31,28.75,-8.48,2.30,4.18,-0.12,0.52,0.40,0.74,4083972
46,0.00,0.02,-0.02,37.56,17.31,28.75,-8.48,2.30,4.18,-0.12,0.52,0.40,0.74,4083996
47,0.00,0.02,-0.02,37.56,17.31,28.75,-8.48,2.30,4.18,-0.12,0.52,0.40,0.74,4084021
48,0.00,-0.01,-0.01,37.56,17.31,28.75,-8.48,2.30,4.18,-0.12,0.52,0.40,0.74,4084038
49,0.00,-0.01,-0.01,37.56,17.31,28.75,-8.48,2.30,4.18,-0.12,0.52,0.40,0.74,4084057
50,0.00,-0.01,-0.01,37.56,17.31,28.75,-8.52,2.34,4.18,-0.12,0.52,0.40,0.74,4084076
51,0.02,-0.01,-0.02,37.56,17.31,28.75,-8.52,2.34,4.18,-0.12,0.52,0.40,0.74,4084099
52,0.02,-0.01,-0.02,37.56,17.31,28.75,-8.52,2.34,4.18,-0.12,0.52,0.40,0.74,4084120
53,0.02,-0.01,-0.02,37.56,17.31,28.75,-8.48,2.34,4.18,-0.12,0.52,0.40,0.74,4084139
54,0.00,-0.01,-0.01,37.56,17.31,28.75,-8.48,2.34,4.18,-0.12,0.52,0.40,0.74,4084169
55,0.00,-0.01,-0.01,37.56,17.31,28.75,-8.45,2.34,4.18,-0.12,0.52,0.40,0.74,4084184
56,-0.01,-0.01,-0.00,37.56,17.31,28.75,-8.45,2.34,4.18,-0.12,0.52,0.40,0.74,4084210
57,-0.01,-0.01,-0.00,37.56,17.31,28.75,-8.45,2.30,4.18,-0.12,0.52,0.40,0.74,4084228
58,-0.01,-0.01,-0.00,37.56,17.31,28.75,-8.45,2.34,4.22,-0.12,0.52,0.40,0.74,4084246
59,-0.01,-0.01,-0.00,37.56,17.31,28.75,-8.45,2.34,4.18,-0.12,0.52,0.40,0.74,4084268
60,0.06,0.06,-0.09,37.56,17.31,28.75,-8.45,2.34,4.18,-0.12,0.52,0.40,0.74,4084292
