,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,-0.02,-0.21,0.02,30.19,18.00,50.50,-8.18,2.19,4.80,-0.27,0.43,0.63,0.59,2904273
1,-0.02,-0.21,0.02,30.19,18.00,50.50,-8.18,2.19,4.80,-0.26,0.43,0.63,0.59,2904403
2,-0.02,-0.21,0.02,30.19,18.00,50.50,-8.18,2.27,4.99,-0.26,0.43,0.63,0.59,2904425
3,0.05,0.22,-0.02,30.19,18.00,50.50,-8.18,2.27,4.99,-0.26,0.43,0.63,0.59,2904443
4,0.05,0.22,-0.02,30.19,18.00,50.50,-7.95,2.19,4.87,-0.26,0.43,0.63,0.59,2904459
5,0.12,0.48,-0.04,30.19,18.00,50.50,-7.95,2.19,4.87,-0.26,0.43,0.63,0.59,2904476
6,0.12,0.48,-0.04,30.19,18.00,50.50,-7.95,2.19,4.87,-0.27,0.43,0.63,0.59,2904492
7,0.12,0.48,-0.04,30.19,18.00,50.50,-8.71,2.34,4.57,-0.27,0.43,0.63,0.59,2904509
8,0.03,0.28,-0.03,30.19,18.00,50.50,-8.71,2.34,4.57,-0.27,0.43,0.63,0.59,2904527
9,0.03,0.28,-0.03,30.19,18.00,50.50,-8.71,2.34,4.57,-0.27,0.44,0.62,0.58,2904546
10,0.03,0.28,-0.03,30.19,18.00,50.50,-8.86,2.38,4.34,-0.27,0.44,0.62,0.58,2904562
11,0.03,0.28,-0.03,30.19,18.00,50.50,-8.71,2.34,4.30,-0.27,0.44,0.62,0.58,2904576
12,0.01,-0.03,0.00,30.19,18.00,50.50,-8.71,2.34,4.30,-0.27,0.44,0.62,0.58,2904589
13,0.01,-0.03,0.00,30.19,18.00,50.50,-8.29,2.19,4.45,-0.27,0.44,0.62,0.58,2904617
14,0.04,0.02,0.01,30.19,18.00,50.50,-8.29,2.19,4.45,-0.27,0.44,0.62,0.58,2904641
15,0.04,0.02,0.01,30.19,18.00,50.50,-8.14,2.19,4.57,-0.27,0.44,0.62,0.58,2904669
16,0.04,0.02,0.01,30.19,18.00,50.50,-8.21,2.23,4.49,-0.27,0.44,0.62,0.58,2904690
17,0.04,0.02,0.01,30.19,18.00,50.50,-8.29,2.27,4.41,-0.27,0.44,0.62,0.58,2904702
18,0.03,0.10,-0.00,30.19,18.00,50.50,-8.29,2.27,4.41,-0.27,0.44,0.62,0.58,2904715
19,0.03,0.10,-0.00,30.19,18.00,50.50,-8.29,2.27,4.41,-0.28,0.45,0.62,0.58,2904757
20,0.03,0.10,-0.00,29.19,17.25,46.69,-8.29,2.27,4.41,-0.28,0.45,0.62,0.58,2904789
21,0.03,0.11,-0.01,29.19,17.25,46.69,-8.29,2.27,4.41,-0.28,0.45,0.62,0.58,2904807
