,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.01,0.06,-0.01,-5.25,-3.12,5.87,-0.29,9.61,2.09,0.20,0.59,0.73,0.28,717817
1,0.01,0.06,-0.01,-5.25,-3.12,5.87,-0.25,9.61,2.13,0.20,0.59,0.73,0.28,717836
2,0.01,0.06,-0.01,-5.25,-3.12,5.87,-0.29,9.61,2.09,0.20,0.59,0.73,0.28,717854
3,0.01,0.06,-0.01,-5.25,-3.12,5.87,-0.33,9.61,2.05,0.20,0.59,0.73,0.28,717873
4,-0.01,0.09,0.01,-5.25,-3.12,5.87,-0.33,9.61,2.05,0.20,0.59,0.73,0.28,717895
5,-0.01,0.09,0.01,-5.25,-3.12,5.87,-0.37,9.57,2.02,0.20,0.59,0.73,0.28,717911
6,-0.00,0.07,-0.01,-5.25,-3.12,5.87,-0.37,9.57,2.02,0.20,0.59,0.73,0.28,717926
7,-0.00,0.07,-0.01,-5.25,-3.12,5.87,-0.37,9.57,2.05,0.20,0.59,0.73,0.28,717941
8,-0.00,0.07,-0.01,-5.25,-3.12,5.87,-0.33,9.61,2.09,0.20,0.59,0.73,0.28,717955
9,-0.01,0.08,-0.00,-5.25,-3.12,5.87,-0.33,9.61,2.09,0.20,0.59,0.73,0.28,717970
10,-0.01,0.08,-0.00,-5.25,-3.12,5.87,-0.33,9.61,2.09,0.19,0.60,0.73,0.28,717984
11,-0.01,0.08,-0.00,-5.25,-3.12,5.87,-0.33,9.61,2.09,0.19,0.60,0.73,0.28,718000
12,-0.01,0.12,-0.01,-5.25,-3.12,5.87,-0.33,9.61,2.09,0.19,0.60,0.73,0.28,718012
13,-0.01,0.12,-0.01,-5.25,-3.12,5.87,-0.33,9.61,2.09,0.19,0.60,0.73,0.28,719020
14,-0.01,0.12,-0.01,-5.25,-3.12,5.87,-0.41,9.64,2.05,0.19,0.60,0.73,0.28,720032
15,-0.01,0.12,-0.01,-5.25,-3.12,5.87,-0.33,9.38,2.25,0.19,0.60,0.73,0.28,721200
16,-0.01,0.12,-0.01,-5.25,-3.12,5.87,-0.95,9.22,1.86,0.19,0.60,0.73,0.28,721228
17,-0.06,-0.13,0.14,-5.25,-3.12,5.87,-0.95,9.22,1.86,0.19,0.60,0.73,0.28,721246
18,-0.06,-0.13,0.14,-5.25,-3.12,5.87,-0.64,8.72,2.82,0.19,0.60,0.73,0.28,721263
19,-0.10,0.15,0.09,-5.25,-3.12,5.87,-0.64,8.72,2.82,0.19,0.60,0.73,0.28,721290
20,-0.10,0.15,0.09,-5.25,-3.12,5.87,0.28,9.07,1.71,0.19,0.60,0.73,0.28,721309
21,-0.10,0.62,-0.06,-5.25,-3.12,5.87,0.28,9.07,1.71,0.19,0.60,0.73,0.28,721335
22,-0.10,0.62,-0.06,-5.25,-3.12,5.87,0.01,9.88,0.98,0.19,0.60,0.73,0.28,721361
23,-0.10,0.62,-0.06,-5.25,-3.12,5.87,-0.29,10.33,1.14,0.19,0.60,0.73,0.28,721382
24,-0.10,0.62,-0.06,-5.25,-3.12,5.87,-0.45,10.26,0.98,0.19,0.60,0.73,0.28,721403
25,-0.06,0.34,-0.04,-5.25,-3.12,5.87,-0.45,10.26,0.98,0.19,0.60,0.73,0.28,721421
26,-0.06,0.34,-0.04,-3.00,-3.37,1.44,-0.45,10.26,0.98,0.19,0.60,0.73,0.28,721444
27,-0.06,0.34,-0.04,-3.00,-3.37,1.44,-0.10,9.88,1.21,0.19,0.60,0.73,0.28,721468
28,-0.08,0.22,0.25,-3.00,-3.37,1.44,-0.10,9.88,1.21,0.19,0.60,0.73,0.28,721488
29,-0.08,0.22,0.25,-3.00,-3.37,1.44,-0.41,9.57,1.29,0.19,0.60,0.73,0.28,721507
30,-0.12,0.03,0.31,-3.00,-3.37,1.44,-0.41,9.57,1.29,0.19,0.60,0.73,0.28,721532
31,-0.12,0.03,0.31,-3.00,-3.37,1.44,-0.91,9.61,0.98,0.19,0.60,0.73,0.28,721550
32,-0.02,-0.20,0.19,-3.00,-3.37,1.44,-0.91,9.61,0.98,0.19,0.60,0.73,0.28,721569
33,-0.02,-0.20,0.19,-3.00,-3.37,1.44,-0.91,9.61,0.98,0.21,0.60,0.71,0.30,721590
34,-0.02,-0.20,0.19,-3.00,-3.37,1.44,-0.95,9.61,1.14,0.21,0.60,0.71,0.30,721609
35,0.14,-0.25,0.00,-3.00,-3.37,1.44,-0.95,9.61,1.14,0.21,0.60,0.71,0.30,721629
36,0.14,-0.25,0.00,-3.00,-3.37,1.44,-0.68,9.49,2.05,0.21,0.60,0.71,0.30,721655
37,0.16,-0.20,-0.06,-3.00,-3.37,1.44,-0.68,9.49,2.05,0.21,0.60,0.71,0.30,721675
38,0.16,-0.20,-0.06,-3.00,-3.37,1.44,-0.52,9.80,2.32,0.21,0.60,0.71,0.30,721697
39,0.16,-0.20,-0.06,-3.00,-3.37,1.44,-0.18,9.99,2.25,0.21,0.60,0.71,0.30,721713
40,0.02,0.09,-0.04,-3.00,-3.37,1.44,-0.18,9.99,2.25,0.21,0.60,0.71,0.30,721738
41,0.02,0.09,-0.04,-3.00,-3.37,1.44,-0.06,9.91,1.98,0.21,0.60,0.71,0.30,721756
42,-0.05,0.21,0.03,-3.00,-3.37,1.44,-0.06,9.91,1.98,0.21,0.60,0.71,0.30,721782
43,-0.05,0.21,0.03,-3.00,-3.37,1.44,-0.25,9.80,1.63,0.21,0.60,0.71,0.30,721801
44,-0.05,0.21,0.03,-3.00,-3.37,1.44,-0.25,9.53,1.33,0.21,0.60,0.71,0.30,721820
45,-0.02,0.15,0.02,-3.00,-3.37,1.44,-0.25,9.53,1.33,0.21,0.60,0.71,0.30,721846
46,-0.02,0.15,0.02,-3.00,-3.37,1.44,-0.22,9.45,1.29,0.21,0.60,0.71,0.30,721866
47,0.04,0.17,-0.04,-3.00,-3.37,1.44,-0.22,9.45,1.29,0.21,0.60,0.71,0.30,721889
48,0.04,0.17,-0.04,-3.00,-3.37,1.44,-0.18,9.84,1.59,0.21,0.60,0.71,0.30,721906
49,0.04,0.13,-0.03,-3.00,-3.37,1.44,-0.18,9.84,1.59,0.21,0.60,0.71,0.30,721931
50,0.04,0.13,-0.03,-3.00,-3.37,1.44,-0.18,9.91,1.67,0.21,0.60,0.71,0.30,721949
51,-0.00,0.10,0.04,-3.00,-3.37,1.44,-0.18,9.91,1.67,0.21,0.60,0.71,0.30,721968
52,-0.00,0.10,0.04,-3.00,-3.37,1.44,-0.18,9.91,1.67,0.21,0.61,0.71,0.29,721987
53,-0.00,0.10,0.04,-3.00,-3.37,1.44,-0.41,9.64,1.59,0.21,0.61,0.71,0.29,722002
54,-0.02,0.14,0.05,-3.00,-3.37,1.44,-0.41,9.64,1.59,0.21,0.61,0.71,0.29,722017
55,-0.02,0.14,0.05,-3.62,-2.69,3.06,-0.41,9.64,1.59,0.21,0.61,0.71,0.29,722055
56,-0.02,0.14,0.05,-3.62,-2.69,3.06,-0.60,9.64,1.63,0.21,0.61,0.71,0.29,722078
57,-0.02,0.14,0.05,-3.62,-2.69,3.06,-0.48,9.64,1.67,0.21,0.61,0.71,0.29,722095
58,0.01,0.06,-0.04,-3.62,-2.69,3.06,-0.48,9.64,1.67,0.21,0.61,0.71,0.29,722113
59,0.01,0.06,-0.04,-3.62,-2.69,3.06,-0.48,9.64,1.67,0.21,0.61,0.71,0.28,722137
60,0.01,0.06,-0.04,-3.62,-2.69,3.06,-0.29,9.68,1.71,0.21,0.61,0.71,0.28,722156
61,0.01,0.06,-0.04,-3.62,-2.69,3.06,-0.22,9.64,1.59,0.21,0.61,0.71,0.28,722176
62,0.01,0.06,-0.04,-3.62,-2.69,3.06,-0.29,9.76,1.48,0.21,0.61,0.71,0.28,722190
63,-0.01,0.10,0.00,-3.62,-2.69,3.06,-0.29,9.76,1.48,0.21,0.61,0.71,0.28,722206
64,-0.01,0.10,0.00,-3.62,-2.69,3.06,-0.29,9.76,1.48,0.20,0.61,0.71,0.28,722224
65,-0.01,0.10,0.00,-3.62,-2.69,3.06,-0.41,9.76,1.48,0.20,0.61,0.71,0.28,722238
66,-0.01,0.10,0.00,-3.62,-2.69,3.06,-0.33,9.57,1.48,0.20,0.61,0.71,0.28,722260
67,0.02,0.09,0.01,-3.62,-2.69,3.06,-0.33,9.57,1.48,0.20,0.61,0.71,0.28,722278
