,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.02,-0.14,0.01,-3.87,-2.87,6.37,-1.48,9.54,1.66,0.64,-0.09,-0.19,0.74,508391
1,0.02,-0.14,0.01,-3.87,-2.87,6.37,-1.36,9.42,1.89,0.64,-0.09,-0.19,0.74,508409
2,0.04,-0.12,-0.03,-3.87,-2.87,6.37,-1.36,9.42,1.89,0.64,-0.09,-0.19,0.74,508429
3,0.04,-0.12,-0.03,-3.87,-2.87,6.37,-1.17,9.61,1.89,0.64,-0.09,-0.19,0.74,508447
4,0.04,-0.07,-0.07,-3.87,-2.87,6.37,-1.17,9.61,1.89,0.64,-0.09,-0.19,0.74,508464
5,0.04,-0.07,-0.07,-3.87,-2.87,6.37,-0.87,9.69,1.77,0.64,-0.09,-0.19,0.74,508480
6,-0.01,-0.04,-0.02,-3.87,-2.87,6.37,-0.87,9.69,1.77,0.64,-0.09,-0.19,0.74,508494
7,-0.01,-0.04,-0.02,-3.87,-2.87,6.37,-0.87,9.69,1.77,0.64,-0.10,-0.20,0.74,508508
8,-0.01,-0.04,-0.02,-2.62,-2.94,4.69,-0.87,9.69,1.77,0.64,-0.10,-0.20,0.74,508522
9,-0.01,-0.04,-0.02,-2.62,-2.94,4.69,-0.79,9.69,1.77,0.64,-0.10,-0.20,0.74,508537
10,-0.02,0.02,0.03,-2.62,-2.94,4.69,-0.79,9.69,1.77,0.64,-0.10,-0.20,0.74,508551
11,-0.02,0.02,0.03,-2.62,-2.94,4.69,-0.79,9.69,1.77,0.64,-0.10,-0.20,0.74,508567
12,-0.02,0.02,0.03,-2.62,-2.94,4.69,-1.14,9.65,1.62,0.64,-0.10,-0.20,0.74,509570
13,-0.00,0.00,0.04,-2.62,-2.94,4.69,-1.14,9.65,1.62,0.64,-0.10,-0.20,0.74,509982
14,0.04,-0.43,0.01,-2.62,-2.94,4.69,-1.14,9.65,1.62,0.64,-0.10,-0.20,0.74,510017
15,0.04,-0.43,0.01,-2.62,-2.94,4.69,0.89,14.29,2.27,0.64,-0.10,-0.20,0.74,510038
16,0.04,-0.43,0.01,-2.62,-2.94,4.69,1.36,11.07,1.66,0.64,-0.10,-0.20,0.74,510057
17,-1.05,-1.39,1.89,-2.62,-2.94,4.69,1.36,11.07,1.66,0.64,-0.10,-0.20,0.74,510073
18,-1.05,-1.39,1.89,-2.62,-2.94,4.69,0.82,7.43,1.58,0.64,-0.10,-0.20,0.74,510091
19,-0.92,-1.18,1.90,-2.62,-2.94,4.69,0.82,7.43,1.58,0.64,-0.10,-0.20,0.74,510111
20,-0.92,-1.18,1.90,-2.62,-2.94,4.69,0.82,7.43,1.58,0.55,-0.26,-0.26,0.75,510130
21,-0.92,-1.18,1.90,-2.62,-2.94,4.69,0.74,6.55,1.50,0.55,-0.26,-0.26,0.75,510146
22,-0.72,-0.50,1.51,-2.62,-2.94,4.69,0.74,6.55,1.50,0.55,-0.26,-0.26,0.75,510181
23,-0.72,-0.50,1.51,-2.62,-2.94,4.69,0.17,5.93,1.62,0.55,-0.26,-0.26,0.75,510211
24,-0.41,0.09,0.73,-2.62,-2.94,4.69,0.17,5.93,1.62,0.55,-0.26,-0.26,0.75,510238
25,-0.41,0.09,0.73,-2.62,-2.94,4.69,-0.98,9.00,1.27,0.55,-0.26,-0.26,0.75,510257
26,0.05,-0.29,-0.94,-2.62,-2.94,4.69,-0.98,9.00,1.27,0.55,-0.26,-0.26,0.75,510279
27,0.05,-0.29,-0.94,-2.62,-2.94,4.69,1.20,14.86,1.31,0.55,-0.26,-0.26,0.75,510305
28,0.67,-1.17,-0.25,-2.62,-2.94,4.69,1.20,14.86,1.31,0.55,-0.26,-0.26,0.75,510331
29,0.67,-1.17,-0.25,-2.62,-2.94,4.69,4.30,12.41,2.35,0.55,-0.26,-0.26,0.75,510350
30,0.67,-1.17,-0.25,-2.62,-2.94,4.69,4.99,10.57,2.12,0.55,-0.26,-0.26,0.75,510370
31,0.67,-1.17,-0.25,-2.62,-2.94,4.69,2.89,8.16,1.46,0.55,-0.26,-0.26,0.75,510388
32,0.54,1.22,0.94,-2.62,-2.94,4.69,2.89,8.16,1.46,0.55,-0.26,-0.26,0.75,510413
33,0.54,1.22,0.94,-2.62,-2.94,4.69,2.89,8.16,1.46,0.51,-0.35,-0.22,0.76,510432
34,0.54,1.22,0.94,-2.62,-2.94,4.69,1.16,6.66,2.62,0.51,-0.35,-0.22,0.76,510457
35,0.81,1.08,0.55,-2.62,-2.94,4.69,1.16,6.66,2.62,0.51,-0.35,-0.22,0.76,510479
36,0.81,1.08,0.55,-2.62,-2.94,4.69,1.47,6.16,3.27,0.51,-0.35,-0.22,0.76,510497
37,0.37,0.26,-0.01,-2.62,-2.94,4.69,1.47,6.16,3.27,0.51,-0.35,-0.22,0.76,510527
38,0.37,0.26,-0.01,-2.62,-2.94,4.69,3.65,8.62,4.91,0.51,-0.35,-0.22,0.76,510547
39,0.37,0.26,-0.01,-2.62,-2.94,4.69,6.03,11.64,7.71,0.51,-0.35,-0.22,0.76,510572
40,0.37,0.26,-0.01,-2.62,-2.94,4.69,7.25,11.91,6.87,0.51,-0.35,-0.22,0.76,510591
41,-1.06,-0.34,0.74,-2.62,-2.94,4.69,7.25,11.91,6.87,0.51,-0.35,-0.22,0.76,510609
42,-1.06,-0.34,0.74,-7.19,-5.44,2.75,7.25,11.91,6.87,0.51,-0.35,-0.22,0.76,510628
43,-1.06,-0.34,0.74,-7.19,-5.44,2.75,4.65,7.43,2.88,0.51,-0.35,-0.22,0.76,510644
44,-1.17,-1.00,1.30,-7.19,-5.44,2.75,4.65,7.43,2.88,0.51,-0.35,-0.22,0.76,510679
45,-1.17,-1.00,1.30,-7.19,-5.44,2.75,5.22,6.55,3.11,0.51,-0.35,-0.22,0.76,510697
46,-1.25,-0.59,1.59,-7.19,-5.44,2.75,5.22,6.55,3.11,0.51,-0.35,-0.22,0.76,510719
47,-1.25,-0.59,1.59,-7.19,-5.44,2.75,4.42,5.36,2.62,0.51,-0.35,-0.22,0.76,510738
48,-1.25,-0.59,1.59,-7.19,-5.44,2.75,4.34,5.70,2.50,0.51,-0.35,-0.22,0.76,510757
49,-1.21,-0.09,1.56,-7.19,-5.44,2.75,4.34,5.70,2.50,0.51,-0.35,-0.22,0.76,510778
50,-1.21,-0.09,1.56,-7.19,-5.44,2.75,4.50,9.15,2.23,0.51,-0.35,-0.22,0.76,510804
51,-0.74,0.11,0.61,-7.19,-5.44,2.75,4.50,9.15,2.23,0.51,-0.35,-0.22,0.76,510829
52,-0.74,0.11,0.61,-7.19,-5.44,2.75,4.77,12.03,2.00,0.51,-0.35,-0.22,0.76,510845
53,-0.19,0.01,-0.06,-7.19,-5.44,2.75,4.77,12.03,2.00,0.51,-0.35,-0.22,0.76,510866
54,-0.19,0.01,-0.06,-7.19,-5.44,2.75,5.18,10.53,1.43,0.51,-0.35,-0.22,0.76,510892
55,-0.19,0.01,-0.06,-7.19,-5.44,2.75,3.92,8.20,1.66,0.51,-0.35,-0.22,0.76,510918
56,-0.19,0.01,-0.06,-7.19,-5.44,2.75,2.81,5.90,2.43,0.51,-0.35,-0.22,0.76,510937
57,0.84,0.89,-0.44,-7.19,-5.44,2.75,2.81,5.90,2.43,0.51,-0.35,-0.22,0.76,510957
58,0.84,0.89,-0.44,-7.19,-5.44,2.75,2.81,5.90,2.43,0.38,-0.40,-0.13,0.83,510974
59,0.84,0.89,-0.44,-7.19,-5.44,2.75,0.89,3.37,2.04,0.38,-0.40,-0.13,0.83,510990
60,1.16,0.94,-1.04,-7.19,-5.44,2.75,0.89,3.37,2.04,0.38,-0.40,-0.13,0.83,511009
61,1.16,0.94,-1.04,-12.56,-5.87,3.94,0.89,3.37,2.04,0.38,-0.40,-0.13,0.83,511023
62,1.16,0.94,-1.04,-12.56,-5.87,3.94,0.89,3.33,2.50,0.38,-0.40,-0.13,0.83,511037
63,1.55,0.93,-1.73,-12.56,-5.87,3.94,0.89,3.33,2.50,0.38,-0.40,-0.13,0.83,511072
64,1.55,0.93,-1.73,-12.56,-5.87,3.94,0.89,3.33,2.50,0.45,-0.34,-0.13,0.81,511100
65,1.55,0.93,-1.73,-12.56,-5.87,3.94,3.04,7.50,3.73,0.45,-0.34,-0.13,0.81,511118
66,1.55,0.93,-1.73,-12.56,-5.87,3.94,3.46,11.45,3.77,0.45,-0.34,-0.13,0.81,511137
67,1.95,0.93,-2.93,-12.56,-5.87,3.94,3.46,11.45,3.77,0.45,-0.34,-0.13,0.81,511155
68,1.95,0.93,-2.93,-12.56,-5.87,3.94,3.46,11.45,3.77,0.57,-0.25,-0.17,0.77,511171
69,1.95,0.93,-2.93,-12.56,-5.87,3.94,0.55,14.55,3.57,0.57,-0.25,-0.17,0.77,511186
70,-0.37,-2.08,-1.71,-12.56,-5.87,3.94,0.55,14.55,3.57,0.57,-0.25,-0.17,0.77,511212
71,-0.37,-2.08,-1.71,-12.56,-5.87,3.94,0.55,14.55,3.57,0.59,-0.23,-0.22,0.74,511235
72,-0.37,-2.08,-1.71,-12.56,-5.87,3.94,4.96,9.50,5.49,0.59,-0.23,-0.22,0.74,511259
73,-0.02,0.10,-1.18,-12.56,-5.87,3.94,4.96,9.50,5.49,0.59,-0.23,-0.22,0.74,511284
74,-0.02,0.10,-1.18,-12.56,-5.87,3.94,1.16,9.42,2.35,0.59,-0.23,-0.22,0.74,511303
75,0.09,0.97,-0.87,-12.56,-5.87,3.94,1.16,9.42,2.35,0.59,-0.23,-0.22,0.74,511324
76,0.09,0.97,-0.87,-12.56,-5.87,3.94,-0.45,9.57,1.24,0.59,-0.23,-0.22,0.74,511343
77,0.02,1.02,-0.79,-12.56,-5.87,3.94,-0.45,9.57,1.24,0.59,-0.23,-0.22,0.74,511363
78,0.02,1.02,-0.79,-12.56,-5.87,3.94,-0.56,10.38,0.89,0.59,-0.23,-0.22,0.74,511391
79,-0.12,0.59,-0.66,-12.56,-5.87,3.94,-0.56,10.38,0.89,0.59,-0.23,-0.22,0.74,511412
80,-0.12,0.59,-0.66,-12.56,-5.87,3.94,-0.56,10.38,0.89,0.62,-0.15,-0.27,0.72,511438
81,-0.12,0.59,-0.66,-12.56,-5.87,3.94,-1.40,9.96,0.32,0.62,-0.15,-0.27,0.72,511461
82,-0.01,-0.35,-0.08,-12.56,-5.87,3.94,-1.40,9.96,0.32,0.62,-0.15,-0.27,0.72,511483
83,0.31,-0.74,0.06,-12.56,-5.87,3.94,-1.40,9.96,0.32,0.62,-0.15,-0.27,0.72,511499
84,0.31,-0.74,0.06,-12.56,-5.87,3.94,-1.40,9.96,0.32,0.62,-0.15,-0.29,0.71,511524
85,0.31,-0.74,0.06,-12.56,-5.87,3.94,-1.79,9.73,0.36,0.62,-0.15,-0.29,0.71,511543
86,0.52,-0.89,0.01,-12.56,-5.87,3.94,-1.79,9.73,0.36,0.62,-0.15,-0.29,0.71,511564
87,0.52,-0.89,0.01,-12.56,-5.87,3.94,-1.52,8.96,0.20,0.62,-0.15,-0.29,0.71,511588
88,0.69,-0.46,-0.21,-12.56,-5.87,3.94,-1.52,8.96,0.20,0.62,-0.15,-0.29,0.71,511607
89,0.69,-0.46,-0.21,-12.56,-5.87,3.94,-1.52,8.96,0.20,0.63,-0.19,-0.31,0.69,511633
90,0.69,-0.46,-0.21,-12.56,-5.87,3.94,-1.52,8.73,0.82,0.63,-0.19,-0.31,0.69,511654
91,0.76,-0.55,-0.56,-12.56,-5.87,3.94,-1.52,8.73,0.82,0.63,-0.19,-0.31,0.69,511673
92,0.76,-0.55,-0.56,-12.56,-5.87,3.94,-0.33,9.23,1.50,0.63,-0.19,-0.31,0.69,511693
93,0.52,0.03,-0.79,-12.56,-5.87,3.94,-0.33,9.23,1.50,0.63,-0.19,-0.31,0.69,511713
94,0.52,0.03,-0.79,-12.56,-5.87,3.94,-0.10,8.96,1.16,0.63,-0.19,-0.31,0.69,511731
95,0.52,0.52,-0.68,-12.56,-5.87,3.94,-0.10,8.96,1.16,0.63,-0.19,-0.31,0.69,511759
96,0.52,0.52,-0.68,-12.56,-5.87,3.94,-0.10,8.96,1.16,0.66,-0.18,-0.34,0.64,511780
97,0.52,0.52,-0.68,-12.56,-5.87,3.94,-1.48,14.02,2.20,0.66,-0.18,-0.34,0.64,511800
98,0.60,0.77,-0.68,-12.56,-5.87,3.94,-1.48,14.02,2.20,0.66,-0.18,-0.34,0.64,511822
99,0.60,0.77,-0.68,-12.56,-5.87,3.94,-1.36,11.99,2.31,0.66,-0.18,-0.34,0.64,511846
100,0.56,-0.51,0.11,-12.56,-5.87,3.94,-1.36,11.99,2.31,0.66,-0.18,-0.34,0.64,511865
101,0.56,-0.51,0.11,-12.56,-5.87,3.94,-2.05,7.43,2.04,0.66,-0.18,-0.34,0.64,511885
102,0.30,-1.08,0.40,-12.56,-5.87,3.94,-2.05,7.43,2.04,0.66,-0.18,-0.34,0.64,511906
103,0.30,-1.08,0.40,-12.56,-5.87,3.94,-2.05,7.43,2.04,0.69,-0.18,-0.34,0.61,511933
104,0.30,-1.08,0.40,-12.56,-5.87,3.94,-1.94,7.66,2.35,0.69,-0.18,-0.34,0.61,511953
105,-0.17,-0.24,0.09,-12.56,-5.87,3.94,-1.94,7.66,2.35,0.69,-0.18,-0.34,0.61,511974
106,-0.17,-0.24,0.09,-12.56,-5.87,3.94,-1.48,9.54,2.31,0.69,-0.18,-0.34,0.61,511998
107,-0.26,0.37,-0.29,-12.56,-5.87,3.94,-1.48,9.54,2.31,0.69,-0.18,-0.34,0.61,512018
108,-0.26,0.37,-0.29,-12.56,-5.87,3.94,-1.52,10.07,2.27,0.69,-0.18,-0.34,0.61,512038
109,-0.26,0.37,-0.29,-12.56,-5.87,3.94,-1.75,10.38,2.27,0.69,-0.18,-0.34,0.61,512057
110,-0.26,0.37,-0.29,-12.56,-5.87,3.94,-1.75,10.38,2.27,0.69,-0.18,-0.35,0.61,512084
111,-0.26,0.37,-0.29,-12.56,-5.87,3.94,-2.05,9.61,2.08,0.69,-0.18,-0.35,0.61,512109
112,-0.03,0.08,0.04,-12.56,-5.87,3.94,-2.05,9.61,2.08,0.69,-0.18,-0.35,0.61,512134
113,-0.03,0.08,0.04,-12.56,-5.87,3.94,-1.98,8.23,1.16,0.69,-0.18,-0.35,0.61,512158
114,0.05,-0.52,0.20,-12.56,-5.87,3.94,-1.98,8.23,1.16,0.69,-0.18,-0.35,0.61,512184
115,0.05,-0.52,0.20,-12.56,-5.87,3.94,-1.48,9.42,1.77,0.69,-0.18,-0.35,0.61,512200
116,-0.16,-0.35,0.22,-12.56,-5.87,3.94,-1.48,9.42,1.77,0.69,-0.18,-0.35,0.61,512225
117,-0.16,-0.35,0.22,-12.56,-5.87,3.94,-1.86,11.45,1.58,0.69,-0.18,-0.35,0.61,512249
118,-0.30,-0.20,0.25,-12.56,-5.87,3.94,-1.86,11.45,1.58,0.69,-0.18,-0.35,0.61,512266
119,-0.30,-0.20,0.25,-12.56,-5.87,3.94,-2.25,11.34,1.27,0.69,-0.18,-0.35,0.61,512284
120,-0.32,-0.45,0.35,-12.56,-5.87,3.94,-2.25,11.34,1.27,0.69,-0.18,-0.35,0.61,512303
121,-0.32,-0.45,0.35,-12.56,-5.87,3.94,-2.25,11.34,1.27,0.66,-0.20,-0.35,0.63,512321
122,-0.32,-0.45,0.35,-12.56,-5.87,3.94,-2.05,10.46,0.36,0.66,-0.20,-0.35,0.63,512338
123,-0.34,-0.85,0.58,-12.56,-5.87,3.94,-2.05,10.46,0.36,0.66,-0.20,-0.35,0.63,512355
124,-0.34,-0.85,0.58,-12.56,-5.87,3.94,-2.05,10.46,0.36,0.65,-0.22,-0.36,0.63,512370
125,-0.34,-0.85,0.58,-12.56,-5.87,3.94,-1.56,8.77,0.16,0.65,-0.22,-0.36,0.63,512386
126,-0.38,-0.23,0.46,-12.56,-5.87,3.94,-1.56,8.77,0.16,0.65,-0.22,-0.36,0.63,512406
127,-0.38,-0.23,0.46,-12.56,-5.87,3.94,-1.56,8.77,0.16,0.63,-0.23,-0.36,0.64,512427
128,-0.38,-0.23,0.46,-12.56,-5.87,3.94,-1.52,9.42,0.28,0.63,-0.23,-0.36,0.64,512457
129,-0.25,0.21,0.16,-12.56,-5.87,3.94,-1.52,9.42,0.28,0.63,-0.23,-0.36,0.64,512483
130,-0.25,0.21,0.16,-12.56,-5.87,3.94,-0.75,11.03,0.47,0.63,-0.23,-0.36,0.64,512503
131,-0.13,1.11,-0.06,-12.56,-5.87,3.94,-0.75,11.03,0.47,0.63,-0.23,-0.36,0.64,512527
132,-0.13,1.11,-0.06,-12.56,-5.87,3.94,-0.91,10.23,0.59,0.63,-0.23,-0.36,0.64,512553
133,-0.03,0.89,0.02,-12.56,-5.87,3.94,-0.91,10.23,0.59,0.63,-0.23,-0.36,0.64,512577
134,-0.03,0.89,0.02,-12.56,-5.87,3.94,-1.44,8.81,0.05,0.63,-0.23,-0.36,0.64,512600
135,0.04,-0.19,0.16,-12.56,-5.87,3.94,-1.44,8.81,0.05,0.63,-0.23,-0.36,0.64,512620
136,0.04,-0.19,0.16,-12.56,-5.87,3.94,-1.33,9.00,0.05,0.63,-0.23,-0.36,0.64,512642
137,0.04,-0.36,0.09,-12.56,-5.87,3.94,-1.33,9.00,0.05,0.63,-0.23,-0.36,0.64,512668
138,0.04,-0.36,0.09,-12.56,-5.87,3.94,-1.40,8.77,0.28,0.63,-0.23,-0.36,0.64,512684
139,0.04,-0.36,0.09,-12.56,-5.87,3.94,-0.91,8.77,1.35,0.63,-0.23,-0.36,0.64,512709
140,0.19,0.04,-0.16,-12.56,-5.87,3.94,-0.91,8.77,1.35,0.63,-0.23,-0.36,0.64,512735
141,0.19,0.04,-0.16,-12.56,-5.87,3.94,-0.10,9.23,2.23,0.63,-0.23,-0.36,0.64,512753
142,0.13,0.36,-0.21,-12.56,-5.87,3.94,-0.10,9.23,2.23,0.63,-0.23,-0.36,0.64,512782
143,0.13,0.36,-0.21,-12.56,-5.87,3.94,-0.33,10.49,3.54,0.63,-0.23,-0.36,0.64,512802
144,-0.30,-0.98,0.29,-12.56,-5.87,3.94,-0.33,10.49,3.54,0.63,-0.23,-0.36,0.64,512823
145,-0.30,-0.98,0.29,-12.56,-5.87,3.94,0.74,11.41,3.57,0.63,-0.23,-0.36,0.64,512841
146,-0.71,-1.71,0.66,-12.56,-5.87,3.94,0.74,11.41,3.57,0.63,-0.23,-0.36,0.64,512861
147,-0.71,-1.71,0.66,-12.56,-5.87,3.94,1.55,10.99,3.65,0.63,-0.23,-0.36,0.64,512879
148,-0.71,-1.71,0.66,-12.56,-5.87,3.94,0.55,10.26,2.81,0.63,-0.23,-0.36,0.64,512899
149,-0.81,-1.00,0.65,-12.56,-5.87,3.94,0.55,10.26,2.81,0.63,-0.23,-0.36,0.64,512924
150,-0.81,-1.00,0.65,-12.56,-5.87,3.94,-0.29,10.34,2.04,0.63,-0.23,-0.36,0.64,512941
151,-0.81,-1.00,0.65,-12.56,-5.87,3.94,-1.59,10.34,0.66,0.63,-0.23,-0.36,0.64,512963
