,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.37,-0.47,-0.64,-6.75,-2.75,9.00,-1.55,8.77,5.40,0.48,0.04,-0.10,0.87,1317842
1,0.37,-0.47,-0.64,-6.75,-2.75,9.00,-1.55,8.77,5.40,0.49,-0.39,-0.31,0.72,1317858
2,0.37,-0.47,-0.64,-6.62,-4.06,6.37,-1.55,8.77,5.40,0.49,-0.39,-0.31,0.72,1317877
3,0.37,-0.47,-0.64,-6.62,-4.06,6.37,3.35,9.84,3.37,0.49,-0.39,-0.31,0.72,1317890
4,0.19,-0.44,-0.30,-6.62,-4.06,6.37,3.35,9.84,3.37,0.49,-0.39,-0.31,0.72,1317916
5,0.19,-0.44,-0.30,-8.25,-4.44,3.00,3.35,9.84,3.37,0.49,-0.39,-0.31,0.72,1317930
6,0.19,-0.44,-0.30,-8.25,-4.44,3.00,3.39,9.77,3.18,0.49,-0.39,-0.31,0.72,1317950
7,-0.03,0.20,-0.14,-8.25,-4.44,3.00,3.39,9.77,3.18,0.49,-0.39,-0.31,0.72,1317966
8,-0.03,0.20,-0.14,-8.25,-4.44,3.00,2.77,9.84,2.61,0.49,-0.39,-0.31,0.72,1317982
9,-0.15,-0.03,0.11,-8.25,-4.44,3.00,2.77,9.84,2.61,0.49,-0.39,-0.31,0.72,1317997
10,-0.15,-0.03,0.11,-8.25,-4.44,3.00,2.77,9.84,2.61,0.50,-0.39,-0.32,0.70,1318011
11,-0.15,-0.03,0.11,-8.25,-4.44,3.00,2.66,9.46,2.22,0.50,-0.39,-0.32,0.70,1318027
12,-0.15,-0.03,0.11,-8.25,-4.44,3.00,2.66,9.15,1.69,0.50,-0.39,-0.32,0.70,1318040
13,0.01,-0.25,0.26,-8.25,-4.44,3.00,2.66,9.15,1.69,0.50,-0.39,-0.32,0.70,1318559
14,0.01,-0.25,0.26,-9.75,-5.12,4.62,2.66,9.15,1.69,0.50,-0.39,-0.32,0.70,1318592
15,0.01,-0.25,0.26,-9.75,-5.12,4.62,2.70,8.62,0.84,0.50,-0.39,-0.32,0.70,1318649
16,0.01,-0.25,0.26,-9.75,-5.12,4.62,1.93,9.19,1.54,0.50,-0.39,-0.32,0.70,1318673
17,0.01,-0.25,0.26,-9.75,-5.12,4.62,2.28,8.54,1.07,0.50,-0.39,-0.32,0.70,1318695
18,0.13,-0.66,0.04,-9.75,-5.12,4.62,2.28,8.54,1.07,0.50,-0.39,-0.32,0.70,1318720
19,0.13,-0.66,0.04,-9.75,-5.12,4.62,2.47,8.88,1.42,0.50,-0.39,-0.32,0.70,1318737
20,0.19,-0.63,-0.16,-9.75,-5.12,4.62,2.47,8.88,1.42,0.50,-0.39,-0.32,0.70,1318761
21,0.19,-0.63,-0.16,-9.75,-5.12,4.62,2.47,8.88,1.42,0.44,-0.46,-0.33,0.70,1318780
22,0.19,-0.63,-0.16,-9.75,-5.12,4.62,3.16,9.11,1.46,0.44,-0.46,-0.33,0.70,1318799
23,0.26,-0.97,-0.14,-9.75,-5.12,4.62,3.16,9.11,1.46,0.44,-0.46,-0.33,0.70,1318823
