,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.04,0.06,-0.05,0.19,-2.87,-0.13,-0.98,9.50,1.66,0.52,-0.37,-0.50,0.58,623598
1,0.02,-0.01,-0.05,0.19,-2.87,-0.13,-0.98,9.50,1.66,0.52,-0.37,-0.50,0.58,623631
2,0.02,-0.01,-0.05,0.19,-2.87,-0.13,-0.98,9.50,1.66,0.52,-0.37,-0.50,0.58,623648
3,0.02,-0.01,-0.05,0.19,-2.87,-0.13,-0.91,9.57,1.66,0.52,-0.37,-0.50,0.58,623669
4,0.06,-0.05,-0.04,0.19,-2.87,-0.13,-0.91,9.57,1.66,0.52,-0.37,-0.50,0.58,623689
5,0.06,-0.05,-0.04,0.19,-2.87,-0.13,-0.87,9.61,1.70,0.52,-0.37,-0.50,0.58,623706
6,0.06,-0.05,-0.04,0.19,-2.87,-0.13,-0.83,9.69,1.62,0.52,-0.37,-0.50,0.58,623723
7,0.06,-0.05,-0.04,1.37,-2.25,-2.50,-0.83,9.69,1.62,0.52,-0.37,-0.50,0.58,623737
8,0.06,-0.05,-0.04,1.37,-2.25,-2.50,-0.87,9.80,1.54,0.52,-0.37,-0.50,0.58,623753
9,0.05,-0.08,0.04,1.37,-2.25,-2.50,-0.87,9.80,1.54,0.52,-0.37,-0.50,0.58,623767
10,0.05,-0.08,0.04,1.37,-2.25,-2.50,-0.87,9.80,1.54,0.52,-0.38,-0.51,0.58,623784
11,0.05,-0.08,0.04,1.37,-2.25,-2.50,-0.83,9.61,1.66,0.52,-0.38,-0.51,0.58,623801
12,0.04,0.02,0.07,1.37,-2.25,-2.50,-0.83,9.61,1.66,0.52,-0.38,-0.51,0.58,623815
13,0.04,0.02,0.07,1.37,-2.25,-2.50,-0.83,9.61,1.66,0.52,-0.38,-0.51,0.58,624821
14,0.04,0.02,0.07,1.37,-2.25,-2.50,-1.02,9.65,1.66,0.52,-0.38,-0.51,0.58,625174
15,0.04,0.02,0.07,1.37,-2.25,-2.50,-1.06,9.57,1.50,0.52,-0.38,-0.51,0.58,625192
16,0.04,0.02,0.07,1.37,-2.25,-2.50,-1.02,9.65,1.66,0.52,-0.38,-0.51,0.58,625207
17,-0.02,0.01,-0.01,1.37,-2.25,-2.50,-1.02,9.65,1.66,0.52,-0.38,-0.51,0.58,625231
18,-0.02,0.01,-0.01,1.37,-2.25,-2.50,-0.98,9.69,1.77,0.52,-0.38,-0.51,0.58,625251
19,-0.02,0.01,-0.01,1.37,-2.25,-2.50,-1.02,9.77,1.81,0.52,-0.38,-0.51,0.58,625276
20,-0.03,-0.05,0.00,1.37,-2.25,-2.50,-1.02,9.77,1.81,0.52,-0.38,-0.51,0.58,625293
21,-0.07,-0.01,0.02,1.37,-2.25,-2.50,-1.02,9.77,1.81,0.52,-0.38,-0.51,0.58,625318
22,-0.07,-0.01,0.02,1.37,-2.25,-2.50,-1.02,9.77,1.81,0.52,-0.38,-0.51,0.57,625338
23,-0.07,-0.01,0.02,1.37,-2.25,-2.50,-0.91,9.57,1.77,0.52,-0.38,-0.51,0.57,625363
24,-0.09,-0.01,0.03,1.37,-2.25,-2.50,-0.91,9.57,1.77,0.52,-0.38,-0.51,0.57,625382
25,-0.09,-0.01,0.03,1.37,-2.25,-2.50,-0.95,9.57,1.66,0.52,-0.38,-0.51,0.57,625404
26,-0.08,-0.05,0.04,1.37,-2.25,-2.50,-0.95,9.57,1.66,0.52,-0.38,-0.51,0.57,625428
27,-0.08,-0.05,0.04,-1.12,-3.62,-1.44,-0.95,9.57,1.66,0.52,-0.38,-0.51,0.57,625450
28,-0.08,-0.05,0.04,-1.12,-3.62,-1.44,-0.98,9.61,1.50,0.52,-0.38,-0.51,0.57,625475
29,-0.04,-0.01,0.03,-1.12,-3.62,-1.44,-0.98,9.61,1.50,0.52,-0.38,-0.51,0.57,625497
30,-0.04,-0.01,0.03,-1.12,-3.62,-1.44,-0.95,9.61,1.54,0.52,-0.38,-0.51,0.57,625525
31,0.02,0.06,0.02,-1.12,-3.62,-1.44,-0.95,9.61,1.54,0.52,-0.38,-0.51,0.57,625545
32,0.02,0.06,0.02,-1.12,-3.62,-1.44,-1.02,9.61,1.58,0.52,-0.38,-0.51,0.57,625561
33,0.05,0.05,0.03,-1.12,-3.62,-1.44,-1.02,9.61,1.58,0.52,-0.38,-0.51,0.57,625580
34,0.05,0.05,0.03,-1.12,-3.62,-1.44,-1.06,9.61,1.66,0.52,-0.38,-0.51,0.57,625595
35,0.05,0.05,0.03,-1.12,-3.62,-1.44,-1.10,9.65,1.77,0.52,-0.38,-0.51,0.57,625608
