,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.01,0.00,-0.01,11.75,25.50,33.88,-8.60,1.96,4.18,-0.25,0.48,0.54,0.65,1822520
1,0.01,0.00,-0.01,11.75,25.50,33.88,-8.60,1.92,4.14,-0.25,0.48,0.54,0.65,1822534
2,0.00,-0.00,-0.00,11.75,25.50,33.88,-8.60,1.92,4.14,-0.25,0.48,0.54,0.65,1822547
3,0.00,-0.00,-0.00,11.75,25.50,33.88,-8.60,1.92,4.14,-0.25,0.48,0.54,0.65,1822560
4,0.00,-0.00,-0.00,11.75,25.50,33.88,-8.60,1.96,4.18,-0.25,0.48,0.54,0.65,1822574
5,0.00,-0.00,-0.00,11.75,25.50,33.88,-8.60,1.96,4.18,-0.25,0.48,0.54,0.65,1822589
6,0.00,-0.00,-0.00,11.75,25.50,33.88,-8.60,1.96,4.18,-0.25,0.48,0.54,0.65,1822613
7,0.00,-0.00,-0.00,11.75,25.50,33.88,-8.60,1.96,4.18,-0.25,0.48,0.54,0.65,1822642
8,0.00,-0.00,-0.00,11.75,25.50,33.88,-8.60,1.96,4.18,-0.25,0.48,0.54,0.65,1822657
9,0.00,-0.00,-0.00,10.38,24.31,29.94,-8.60,1.96,4.18,-0.25,0.48,0.54,0.65,1822671
10,0.00,-0.00,-0.00,10.38,24.31,29.94,-8.60,1.96,4.14,-0.25,0.48,0.54,0.65,1822685
11,0.01,0.00,-0.01,10.38,24.31,29.94,-8.60,1.96,4.14,-0.25,0.48,0.54,0.65,1822700
12,0.01,0.00,-0.01,10.38,24.31,29.94,-8.60,1.96,4.14,-0.25,0.48,0.54,0.65,1822713
13,0.01,0.00,-0.01,10.38,24.31,29.94,-8.60,1.96,4.18,-0.25,0.48,0.54,0.65,1822820
14,0.00,-0.00,0.00,10.38,24.31,29.94,-8.60,1.96,4.18,-0.25,0.48,0.54,0.65,1822840
15,0.01,-0.00,0.00,10.38,24.31,29.94,-8.60,1.96,4.18,-0.25,0.48,0.54,0.65,1822874
16,0.01,-0.00,0.00,10.38,24.31,29.94,-8.60,1.96,4.18,-0.24,0.48,0.54,0.65,1822892
17,0.00,-0.00,0.00,10.38,24.31,29.94,-8.60,1.96,4.18,-0.24,0.48,0.54,0.65,1822905
18,0.00,-0.00,0.00,10.38,24.31,29.94,-8.60,1.96,4.18,-0.24,0.48,0.54,0.65,1822920
19,0.00,-0.00,0.00,10.38,24.31,29.94,-8.60,1.96,4.18,-0.24,0.48,0.54,0.65,1822940
20,0.00,-0.01,-0.00,10.38,24.31,29.94,-8.60,1.96,4.18,-0.24,0.48,0.54,0.65,1822966
21,0.00,-0.01,-0.00,10.38,24.31,29.94,-8.60,1.96,4.18,-0.24,0.48,0.54,0.65,1822979
22,0.00,-0.01,-0.00,10.38,24.31,29.94,-8.60,1.96,4.18,-0.24,0.48,0.54,0.65,1822992
23,0.00,-0.00,0.00,10.38,24.31,29.94,-8.60,1.96,4.18,-0.24,0.48,0.54,0.65,1823008
