,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft_gx,Fft_gy,Fft_gz,Fft_ax,Fft_ay,Fft_az,Xgd,Ygd,Zgd,Xad,Yad,Zad,Xgdd,Ygdd,Zgdd,Xadd,Yadd,Zadd
0,-0.03,-0.86,0.07,7.44,0.06,-4.38,-8.66,5.16,3.18,0.61,-0.05,-0.78,0.14,452501,2337,W,-2.300075648,3.060636992,0.825832178,2.840849077,-0.415388884,-0.262183145,0,0,0,0.052439024,0.096097561,0.001707317,-4.38E-05,0.000175109,0.000206379,-0.001279001,-0.002343843,-4.16E-05
1,-0.03,-0.86,0.07,7.44,0.06,-4.38,-6.51,9.1,3.25,0.61,-0.05,-0.78,0.14,452542,2378,W,-2.628403107,2.621395252,0.348824532,3.0283742,-0.729730745,-0.424695436,-0.001794872,0.007179487,0.008461538,0,0,0,4.60E-05,-0.000184089,-0.000216963,-0.001423077,-0.004147436,-0.000365385
2,-0.1,-0.58,0.4,7.44,0.06,-4.38,-6.51,9.1,3.25,0.61,-0.05,-0.78,0.14,452581,2417,W,-3.016460775,2.183508461,-0.16178587,3.093185471,-1.03800464,-0.552161697,0,0,0,-0.0555,-0.16175,-0.01425,0,0,0,0.0006375,0.004118074,0.000302196
3,-0.1,-0.58,0.4,7.44,0.06,-4.38,-8.73,2.63,2.68,0.61,-0.05,-0.78,0.14,452621,2457,W,2.801101867,1.748349095,-0.708022555,3.052782576,-1.326542452,-0.621961816,0,0,0,-0.03,0.002972973,-0.002162162,3.38E-05,0.00052027,-0.000290541,0.000810811,-8.04E-05,5.84E-05
4,-0.1,-0.58,0.4,7.44,0.06,-4.38,-9.84,2.74,2.6,0.61,-0.05,-0.78,0.14,452658,2494,W,2.25984464,1.31671994,-1.289387034,2.960496338,-1.571375775,-0.625039138,0.00125,0.01925,-0.01075,0,0,0,7.21E-06,-0.000577404,0.00026875,0,0,0
5,-0.05,0.19,-0.03,7.44,0.06,-4.38,-9.84,2.74,2.6,0.61,-0.05,-0.78,0.14,452698,2534,W,1.68481153,0.888657777,-1.897811396,2.856859227,-1.709116113,-0.583363999,0.001538462,-0.003846154,0,0,0,0,-3.94E-05,9.86E-05,0,0.000512821,-0.00022942,-7.42E-05
6,0.01,0.04,-0.03,7.44,0.06,-4.38,-9.84,2.74,2.6,0.61,-0.05,-0.78,0.14,452737,2573,W,1.16116198,0.461539298,-2.524714908,2.771124877,-1.508913241,-0.539111377,0,0,0,0.02,-0.008947368,-0.002894737,0,0,0,-0.000526316,0.000235457,4.77E-05
7,0.01,0.04,-0.03,7.44,0.06,-4.38,-9.08,2.4,2.49,0.61,-0.05,-0.78,0.14,452775,2611,W,0.769668135,0.022671467,3.100389531,2.72466645,-0.729182839,-0.50884906,0,0,0,0,0,-0.001081081,-6.76E-06,4.73E-05,-2.03E-05,0,0,2.92E-05
8,0.01,0.04,-0.03,7.44,0.06,-4.38,-9.08,2.4,2.45,0.61,-0.05,-0.78,0.14,452812,2648,W,0.473718199,-0.47256047,2.369134004,2.724177754,-0.396957512,-0.481631149,-0.00025,0.00175,-0.00075,0,0,0,6.25E-06,-4.38E-05,1.88E-05,-2.50E-05,-6.87E-05,-0.00011875
9,0,0.11,-0.06,7.44,0.06,-4.38,-9.08,2.4,2.45,0.61,-0.05,-0.78,0.14,452852,2688,W,0.205965308,-1.087241111,1.597128704,2.750798241,-0.331634897,-0.44647234,0,0,0,-0.001,-0.00275,-0.00475,2.56E-05,-0.000102564,0.000115385,2.50E-05,6.87E-05,0.00011875
10,0,0.11,-0.06,7.44,0.06,-4.38,-9.12,2.29,2.26,0.61,-0.05,-0.78,0.14,452892,2728,W,-0.069591574,-1.82223585,0.931941545,2.774890376,-0.280449713,-0.403098023,0.001025641,-0.004102564,0.004615385,0,0,0,-2.63E-05,0.000105194,-0.000118343,2.63E-05,0.000124918,4.60E-05
11,0.04,-0.05,0.12,7.44,0.06,-4.38,-9.12,2.29,2.26,0.61,-0.05,-0.78,0.14,452931,2767,W,-0.389810033,-2.577741855,0.435089076,2.785198722,-0.245765253,-0.36671112,0,0,0,0.001025641,0.004871795,0.001794872,0,0,0,-2.63E-05,-7.77E-05,-1.90E-05
12,0.04,-0.05,0.12,7.44,0.06,-4.38,-9.08,2.48,2.33,0.61,-0.05,-0.78,0.14,452970,2806,W,-0.750084364,3.000772189,0.091909295,2.786653726,-0.253194339,-0.351118559,0,0,0,0,0.001842105,0.001052632,-3.46E-05,4.16E-05,-5.54E-05,0,-4.85E-05,-2.77E-05
13,0.04,-0.05,0.12,7.44,0.06,-4.38,-9.08,2.55,2.37,0.61,-0.05,-0.78,0.14,453008,2844,W,-1.121007583,2.199974581,-0.078683545,2.785718114,-0.280599653,-0.354276017,-0.001315789,0.001578947,-0.002105263,0,0,0,4.81E-05,-2.81E-05,6.89E-05,0,0,0
14,-0.01,0.01,0.04,7.44,0.06,-4.38,-9.08,2.55,2.37,0.61,-0.05,-0.78,0.14,453046,2882,W,-1.470748717,1.162620315,0.067187143,2.785403941,-0.304431982,-0.365032051,0.000512821,0.000512821,0.000512821,0,0,0,-1.31E-05,-1.31E-05,-1.31E-05,2.63E-05,0,-4.60E-05
15,0.01,0.03,0.06,7.44,0.06,-4.38,-9.08,2.55,2.37,0.61,-0.05,-0.78,0.14,453085,2921,W,-1.750427086,0.191871507,0.808893002,2.784960937,-0.306438841,-0.371897815,0,0,0,0.001025641,0,-0.001794872,0,0,0,-5.48E-05,-2.14E-05,4.60E-05
16,0.01,0.03,0.06,7.44,0.06,-4.38,-9.04,2.55,2.3,0.61,-0.05,-0.78,0.14,453124,2960,W,-1.882203703,-0.437255077,1.603115428,2.781529163,-0.279056906,-0.370094831,0,0,0,-0.001111111,-0.000833333,0,-2.78E-05,-2.78E-05,6.25E-05,3.09E-05,2.31E-05,0
17,0.01,0.03,0.06,7.44,0.06,-4.38,-9.08,2.52,2.3,0.61,-0.05,-0.78,0.14,453160,2996,W,-1.809856578,-0.838309799,1.814692208,2.774381755,-0.235732113,-0.362538715,-0.001,-0.001,0.00225,0,0,0,2.50E-05,2.50E-05,-5.63E-05,0,0,0
18,-0.03,-0.01,0.15,7.44,0.06,-4.38,-9.08,2.52,2.3,0.61,-0.05,-0.78,0.14,453200,3036,W,-1.809164617,-1.167359333,1.831494649,2.77176103,-0.195872154,-0.347218804,0,0,0,0,0,0,0,0,0,5.00E-05,0.0001375,1.88E-05
19,-0.03,-0.01,0.15,7.44,0.06,-4.38,-9.08,2.52,2.3,0.61,-0.05,-0.78,0.14,453240,3076,W,-2.112453116,-1.412321417,1.80561009,2.793172756,-0.157403845,-0.305243782,0,0,0,0.002,0.0055,0.00075,0,0,0,-5.00E-05,-8.75E-05,6.25E-06
20,-0.03,-0.01,0.15,7.44,0.06,-4.38,-9,2.74,2.33,0.61,-0.05,-0.78,0.14,453280,3116,W,-2.560943807,-1.504665583,1.719718701,2.861545258,-0.086222416,-0.194324192,0,0,0,0,0.002,0.001,0,0,0,2.63E-05,2.63E-06,-5.13E-05
21,-0.03,-0.01,0.15,7.44,0.06,-4.38,-9,2.82,2.37,0.61,-0.05,-0.78,0.14,453320,3156,W,-3.064851481,-1.483726123,1.571662794,2.973820188,-0.017882996,-0.062303682,0,0,0,0.001052632,0.002105263,-0.001052632,-2.02E-05,-7.42E-05,0.000249663,-2.77E-05,-5.54E-05,2.77E-05
22,-0.03,-0.01,0.15,7.44,0.06,-4.38,-8.96,2.9,2.33,0.61,-0.05,-0.78,0.14,453358,3194,W,2.69509291,-1.486703836,1.377037957,3.076268573,-0.055343176,-0.029433393,-0.000769231,-0.002820513,0.009487179,0,0,0,-6.57E-05,-4.60E-05,0.000124918,0,0,0
23,-0.06,-0.12,0.52,7.44,0.06,-4.38,-8.96,2.9,2.33,0.61,-0.05,-0.78,0.14,453397,3233,W,2.198791703,-1.616642095,1.138999278,3.105546608,-0.216055092,-0.113973061,-0.003333333,-0.004615385,0.014358974,0,0,0,8.55E-05,0.000118343,-0.000368179,-0.000808679,4.60E-05,0.000276134
24,-0.19,-0.3,1.08,7.44,0.06,-4.38,-8.96,2.9,2.33,0.61,-0.05,-0.78,0.14,453436,3272,W,1.78364178,-1.869683613,0.852842032,3.047025501,-0.467748087,-0.278002655,0,0,0,-0.031538462,0.001794872,0.010769231,0,0,0,-0.000223537,0.000690335,0.000131492
25,-0.19,-0.3,1.08,7.44,0.06,-4.38,-10.19,2.97,2.75,0.61,-0.05,-0.78,0.14,453475,3311,W,1.491801212,-2.195072195,0.525266406,2.922977637,-0.784669203,-0.484277081,0,0,0,-0.04025641,0.028717949,0.015897436,0.0005,0.000179487,0.001435897,0.001032216,-0.000736358,-0.000407627
26,-0.19,-0.3,1.08,7.44,0.06,-4.38,-11.76,4.09,3.37,0.61,-0.05,-0.78,0.14,453514,3350,W,1.360469472,-2.556234326,0.165916318,2.760538507,-1.166382973,-0.693518153,0.0195,0.007,0.056,0,0,0,-0.0008375,-0.00109375,-0.00148125,0,0,0
27,0.59,-0.02,3.32,7.44,0.06,-4.38,-11.76,4.09,3.37,0.61,-0.05,-0.78,0.14,453554,3390,W,1.360421962,-2.935006321,-0.215628494,2.583181734,-1.649257169,-0.849698234,-0.014,-0.03675,-0.00325,0,0,0,0.00035,0.00091875,8.12E-05,0.0008625,-0.00364375,-0.0023
