,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.01,-0.01,-0.00,-5.12,-3.06,7.69,-0.85,9.79,0.89,0.18,0.65,0.70,0.25,440920
1,0.01,-0.01,-0.00,-5.12,-3.06,7.69,-0.70,9.83,0.86,0.18,0.65,0.70,0.25,440939
2,0.01,-0.01,-0.00,-5.12,-3.06,7.69,-0.70,9.79,0.93,0.18,0.65,0.70,0.25,440956
3,0.01,-0.01,-0.00,-5.12,-3.06,7.69,-0.59,9.79,0.93,0.18,0.65,0.70,0.25,440971
4,-0.01,-0.04,0.01,-5.12,-3.06,7.69,-0.59,9.79,0.93,0.18,0.65,0.70,0.25,440987
5,-0.01,-0.04,0.01,-5.12,-3.06,7.69,-0.59,9.79,0.93,0.18,0.65,0.70,0.25,441002
6,-0.01,-0.04,0.01,-5.75,-2.94,6.25,-0.59,9.79,0.93,0.18,0.65,0.70,0.25,441017
7,-0.01,-0.04,0.01,-5.75,-2.94,6.25,-0.70,9.94,0.89,0.18,0.65,0.70,0.25,441033
8,0.01,-0.04,-0.01,-5.75,-2.94,6.25,-0.70,9.94,0.89,0.18,0.65,0.70,0.25,441045
9,0.01,-0.04,-0.01,-5.75,-2.94,6.25,-0.70,9.94,0.89,0.18,0.65,0.70,0.25,441811
10,0.01,-0.04,-0.01,-5.75,-2.94,6.25,-0.66,9.87,0.93,0.18,0.65,0.70,0.25,441839
11,0.01,-0.04,-0.01,-5.75,-2.94,6.25,-0.89,9.37,0.82,0.18,0.65,0.70,0.25,441856
12,0.01,-0.04,-0.01,-5.75,-2.94,6.25,-1.35,9.02,0.09,0.18,0.65,0.70,0.25,441871
13,-0.26,-0.55,0.42,-5.75,-2.94,6.25,-1.35,9.02,0.09,0.18,0.65,0.70,0.25,441886
14,-0.26,-0.55,0.42,-5.75,-2.94,6.25,-1.35,9.02,0.09,0.16,0.64,0.72,0.22,441932
15,-0.26,-0.55,0.42,-3.81,-2.44,4.50,-1.35,9.02,0.09,0.16,0.64,0.72,0.22,441951
16,-0.13,-0.49,0.26,-3.81,-2.44,4.50,-1.35,9.02,0.09,0.16,0.64,0.72,0.22,441974
17,-0.13,-0.49,0.26,-3.81,-2.44,4.50,-1.00,9.29,0.02,0.16,0.64,0.72,0.22,441990
18,0.08,-0.39,0.04,-3.81,-2.44,4.50,-1.00,9.29,0.02,0.16,0.64,0.72,0.22,442007
19,0.08,-0.39,0.04,-3.81,-2.44,4.50,-1.00,10.06,1.01,0.16,0.64,0.72,0.22,442213
20,0.17,-0.67,0.05,-3.81,-2.44,4.50,-1.00,10.06,1.01,0.16,0.64,0.72,0.22,442242
21,0.06,-0.04,-0.21,-3.81,-2.44,4.50,-1.00,10.06,1.01,0.16,0.64,0.72,0.22,442261
22,0.06,-0.04,-0.21,-3.81,-2.44,4.50,0.18,10.09,1.47,0.16,0.64,0.72,0.22,442280
23,0.06,-0.04,-0.21,-3.81,-2.44,4.50,0.34,10.25,1.70,0.16,0.64,0.72,0.22,442295
24,-0.01,0.01,-0.18,-3.81,-2.44,4.50,0.34,10.25,1.70,0.16,0.64,0.72,0.22,442313
