,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.44,-0.85,-0.48,-3.87,-3.00,1.62,-0.33,9.22,1.82,0.37,0.49,0.64,0.46,655565
1,0.44,-0.85,-0.48,-3.87,-3.00,1.62,-0.02,9.38,1.90,0.37,0.49,0.64,0.46,655582
2,0.49,-0.54,-0.56,-3.87,-3.00,1.62,-0.02,9.38,1.90,0.37,0.49,0.64,0.46,655600
3,0.49,-0.54,-0.56,-3.87,-3.00,1.62,0.02,10.07,2.13,0.37,0.49,0.64,0.46,655616
4,0.49,-0.54,-0.56,-3.87,-3.00,1.62,0.02,10.22,2.29,0.37,0.49,0.64,0.46,655629
5,0.34,-0.26,-0.46,-3.87,-3.00,1.62,0.02,10.22,2.29,0.37,0.49,0.64,0.46,655643
6,0.34,-0.26,-0.46,-3.87,-3.00,1.62,0.02,10.22,2.29,0.40,0.50,0.59,0.49,655657
7,0.34,-0.26,-0.46,-3.87,-3.00,1.62,0.09,10.03,2.05,0.40,0.50,0.59,0.49,655670
8,0.20,-0.04,-0.29,-3.87,-3.00,1.62,0.09,10.03,2.05,0.40,0.50,0.59,0.49,655684
9,0.20,-0.04,-0.29,-3.87,-3.00,1.62,0.09,10.03,2.05,0.40,0.51,0.58,0.50,655700
10,0.20,-0.04,-0.29,-3.87,-3.00,1.62,0.17,9.99,1.90,0.40,0.51,0.58,0.50,655714
11,0.20,-0.04,-0.29,-3.87,-3.00,1.62,0.17,9.84,1.94,0.40,0.51,0.58,0.50,657714
12,0.10,0.18,-0.22,-3.87,-3.00,1.62,0.17,9.84,1.94,0.40,0.51,0.58,0.50,658729
13,0.18,0.47,0.08,-3.87,-3.00,1.62,-0.56,9.61,1.29,0.40,0.51,0.58,0.50,665822
14,0.02,0.03,-0.07,-3.87,-3.00,1.62,-0.56,9.61,1.29,0.40,0.51,0.58,0.50,665840
15,0.02,0.03,-0.07,-3.87,-3.00,1.62,-0.33,9.57,1.44,0.40,0.51,0.58,0.50,665861
16,-0.00,-0.03,0.02,-3.87,-3.00,1.62,-0.33,9.57,1.44,0.40,0.51,0.58,0.50,665877
17,-0.00,-0.03,0.02,-3.87,-3.00,1.62,-0.33,9.57,1.44,0.23,0.60,0.71,0.31,665896
18,-0.00,-0.03,0.02,-3.87,-3.00,1.62,-0.33,9.53,1.44,0.23,0.60,0.71,0.31,665913
19,-0.00,-0.03,0.02,-3.87,-3.00,1.62,-0.33,9.49,1.48,0.23,0.60,0.71,0.31,665932
20,0.04,0.01,0.01,-3.87,-3.00,1.62,-0.33,9.49,1.48,0.23,0.60,0.71,0.31,665951
21,0.04,0.01,0.01,-3.87,-3.00,1.62,-0.41,9.68,1.56,0.23,0.60,0.71,0.31,665968
22,0.07,-0.02,-0.00,-3.87,-3.00,1.62,-0.41,9.68,1.56,0.23,0.60,0.71,0.31,665985
23,0.07,-0.02,-0.00,-3.81,-2.94,3.81,-0.41,9.68,1.56,0.23,0.60,0.71,0.31,666005
24,0.07,-0.02,-0.00,-3.81,-2.94,3.81,-0.41,9.76,1.86,0.23,0.60,0.71,0.31,666022
25,0.06,-0.05,0.00,-3.81,-2.94,3.81,-0.41,9.76,1.86,0.23,0.60,0.71,0.31,666040
