,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,-0.01,-0.00,-0.01,22.75,22.19,38.56,-8.48,2.42,4.07,-0.22,0.49,0.54,0.65,2702456
1,-0.01,-0.00,-0.01,22.75,22.19,38.56,-8.48,2.38,4.07,-0.22,0.49,0.54,0.65,2702545
2,0.00,-0.01,0.01,22.75,22.19,38.56,-8.48,2.38,4.07,-0.22,0.49,0.54,0.65,2702562
3,0.00,-0.01,0.01,22.75,22.19,38.56,-8.45,2.46,4.07,-0.22,0.49,0.54,0.65,2702577
4,0.00,-0.01,0.01,23.12,21.56,38.13,-8.45,2.46,4.07,-0.22,0.49,0.54,0.65,2702593
5,0.00,-0.01,0.01,23.12,21.56,38.13,-8.45,2.46,4.03,-0.22,0.49,0.54,0.65,2702606
6,-0.00,-0.00,-0.01,23.12,21.56,38.13,-8.45,2.46,4.03,-0.22,0.49,0.54,0.65,2702620
7,-0.00,-0.00,-0.01,23.12,21.56,38.13,-8.45,2.46,4.03,-0.22,0.49,0.54,0.65,2702636
8,-0.00,-0.00,-0.01,23.12,21.56,38.13,-8.48,2.42,4.07,-0.22,0.49,0.54,0.65,2702649
9,-0.00,0.00,-0.01,23.12,21.56,38.13,-8.48,2.42,4.07,-0.22,0.49,0.54,0.65,2703651
10,-0.00,0.00,-0.01,23.12,21.56,38.13,-8.48,2.42,4.07,-0.22,0.49,0.54,0.65,2704665
11,0.01,-0.02,0.00,23.12,21.56,38.13,-8.48,2.42,4.07,-0.22,0.49,0.54,0.65,2706028
12,0.02,-0.00,-0.02,23.12,21.56,38.13,-8.48,2.42,4.07,-0.22,0.49,0.54,0.65,2706051
13,0.02,-0.00,-0.02,23.12,21.56,38.13,-8.67,1.88,4.03,-0.22,0.49,0.54,0.65,2706064
14,0.01,0.00,-0.01,23.12,21.56,38.13,-8.67,1.88,4.03,-0.22,0.49,0.54,0.65,2706077
15,0.01,0.00,-0.01,23.12,21.56,38.13,-8.67,1.88,4.03,-0.23,0.49,0.51,0.67,2706089
