,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.00,-0.01,0.00,7.50,27.62,45.75,-8.52,2.34,4.07,-0.25,0.48,0.57,0.62,2242295
1,0.00,-0.00,0.00,7.50,27.62,45.75,-8.52,2.34,4.07,-0.25,0.48,0.57,0.62,2242319
2,0.00,-0.00,0.00,7.50,27.62,45.75,-8.56,2.34,4.07,-0.25,0.48,0.57,0.62,2242337
3,-0.00,0.00,0.00,7.50,27.62,45.75,-8.56,2.34,4.07,-0.25,0.48,0.57,0.62,2242355
4,-0.00,0.00,0.00,7.50,27.62,45.75,-8.56,2.34,4.03,-0.25,0.48,0.57,0.62,2242379
5,-0.00,-0.01,0.00,7.50,27.62,45.75,-8.56,2.34,4.03,-0.25,0.48,0.57,0.62,2242406
6,-0.00,-0.01,0.00,7.50,27.62,45.75,-8.56,2.34,4.03,-0.25,0.48,0.57,0.62,2242431
7,-0.00,-0.01,0.00,7.50,27.62,45.75,-8.56,2.30,4.07,-0.25,0.48,0.57,0.62,2242448
8,-0.00,-0.01,0.00,7.94,27.50,43.81,-8.56,2.30,4.07,-0.25,0.48,0.57,0.62,2242471
9,-0.00,-0.01,0.00,7.94,27.50,43.81,-8.52,2.34,4.07,-0.25,0.48,0.57,0.62,2242488
10,-0.00,-0.01,0.00,7.94,27.50,43.81,-8.52,2.34,4.07,-0.25,0.48,0.57,0.62,2242506
11,-0.00,-0.01,0.00,7.94,27.50,43.81,-8.52,2.34,4.07,-0.25,0.48,0.57,0.62,2242524
12,-0.01,0.01,-0.01,7.94,27.50,43.81,-8.52,2.34,4.07,-0.25,0.48,0.57,0.62,2242542
13,-0.01,0.01,-0.01,7.94,27.50,43.81,-8.52,2.34,4.07,-0.25,0.48,0.57,0.62,2242562
14,-0.01,0.01,-0.01,7.94,27.50,43.81,-8.56,2.34,4.03,-0.25,0.48,0.57,0.62,2242588
15,-0.00,-0.00,0.01,7.94,27.50,43.81,-8.56,2.34,4.03,-0.25,0.48,0.57,0.62,2242609
16,-0.00,-0.00,0.01,7.94,27.50,43.81,-8.56,2.34,4.07,-0.25,0.48,0.57,0.62,2242631
17,-0.00,-0.00,-0.00,7.94,27.50,43.81,-8.56,2.34,4.07,-0.25,0.48,0.57,0.62,2242650
18,-0.00,-0.00,-0.00,6.69,28.81,43.75,-8.56,2.34,4.07,-0.25,0.48,0.57,0.62,2242668
19,-0.00,-0.00,-0.00,6.69,28.81,43.75,-8.52,2.34,4.07,-0.25,0.48,0.57,0.62,2242696
20,0.00,0.00,0.00,6.69,28.81,43.75,-8.52,2.34,4.07,-0.25,0.48,0.57,0.62,2242717
21,0.00,0.00,0.00,6.69,28.81,43.75,-8.56,2.34,4.03,-0.25,0.48,0.57,0.62,2242735
22,0.00,0.00,0.00,6.69,28.81,43.75,-8.56,2.34,4.03,-0.25,0.48,0.57,0.62,2242752
23,0.00,0.00,0.00,6.69,28.81,43.75,-8.52,2.34,4.03,-0.25,0.48,0.57,0.62,2242768
24,-0.00,-0.00,-0.00,6.69,28.81,43.75,-8.52,2.34,4.03,-0.25,0.48,0.57,0.62,2242782
25,-0.00,-0.00,-0.00,6.69,28.81,43.75,-8.52,2.34,4.03,-0.25,0.48,0.57,0.62,2242797
26,-0.00,-0.00,-0.00,6.69,28.81,43.75,-8.52,2.30,4.07,-0.25,0.48,0.57,0.62,2242814
27,-0.00,-0.00,-0.00,6.69,28.81,43.75,-8.56,2.34,4.07,-0.25,0.48,0.57,0.62,2242849
28,-0.00,-0.00,0.00,6.69,28.81,43.75,-8.56,2.34,4.07,-0.25,0.48,0.57,0.62,2242873
29,-0.00,-0.00,0.00,6.69,28.81,43.75,-8.56,2.30,4.03,-0.25,0.48,0.57,0.62,2242892
30,-0.00,-0.01,0.01,6.69,28.81,43.75,-8.56,2.30,4.03,-0.25,0.48,0.57,0.62,2242915
31,-0.00,-0.01,0.01,6.69,28.81,43.75,-8.56,2.34,4.07,-0.25,0.48,0.57,0.62,2242930
32,-0.00,-0.01,0.01,6.69,28.81,43.75,-8.56,2.34,4.07,-0.25,0.48,0.57,0.62,2242951
33,-0.00,-0.01,0.01,6.69,28.81,43.75,-8.56,2.34,4.07,-0.25,0.48,0.57,0.62,2242969
34,-0.00,-0.01,0.01,6.69,28.81,43.75,-8.52,2.34,4.07,-0.25,0.48,0.57,0.62,2242986
35,-0.00,-0.00,0.00,6.69,28.81,43.75,-8.52,2.34,4.07,-0.25,0.48,0.57,0.62,2243004
36,-0.00,-0.00,0.00,6.69,28.81,43.75,-8.52,2.34,4.07,-0.25,0.48,0.57,0.62,2243030
37,-0.00,0.00,-0.01,6.69,28.81,43.75,-8.52,2.34,4.07,-0.25,0.48,0.57,0.62,2243047
38,-0.00,0.00,-0.01,6.69,28.81,43.75,-8.52,2.34,4.07,-0.25,0.48,0.57,0.62,2243065
39,-0.00,0.00,-0.01,6.69,28.81,43.75,-8.56,2.34,4.07,-0.25,0.48,0.57,0.62,2243090
40,-0.01,-0.00,0.00,6.69,28.81,43.75,-8.56,2.34,4.07,-0.25,0.48,0.57,0.62,2243110
41,-0.01,-0.00,0.00,6.69,28.81,43.75,-8.56,2.34,4.07,-0.25,0.48,0.57,0.62,2243132
42,0.00,-0.01,0.00,6.69,28.81,43.75,-8.56,2.34,4.07,-0.25,0.48,0.57,0.62,2243155
43,0.00,-0.01,0.00,7.44,28.12,43.25,-8.56,2.34,4.07,-0.25,0.48,0.57,0.62,2243176
44,0.00,-0.01,0.00,7.44,28.12,43.25,-8.48,2.30,4.07,-0.25,0.48,0.57,0.62,2243192
45,-0.00,0.00,0.00,7.44,28.12,43.25,-8.48,2.30,4.07,-0.25,0.48,0.57,0.62,2243217
46,-0.00,0.00,0.00,7.44,28.12,43.25,-8.56,2.34,4.07,-0.25,0.48,0.57,0.62,2243239
47,0.00,0.00,0.00,7.44,28.12,43.25,-8.56,2.34,4.07,-0.25,0.48,0.57,0.62,2243257
48,0.00,0.00,0.00,7.44,28.12,43.25,-8.60,2.30,4.03,-0.25,0.48,0.57,0.62,2243283
49,-0.01,-0.04,0.04,7.44,28.12,43.25,-8.60,2.30,4.03,-0.25,0.48,0.57,0.62,2243305
50,-0.01,-0.04,0.04,7.31,29.37,42.88,-8.60,2.30,4.03,-0.25,0.48,0.57,0.62,2243322
51,-0.35,-0.31,0.31,7.31,29.37,42.88,-8.60,2.30,4.03,-0.25,0.48,0.57,0.62,2243340
52,-0.35,-0.31,0.31,7.31,29.37,42.88,-8.60,2.30,4.03,-0.25,0.47,0.58,0.62,2243359
53,-0.35,-0.31,0.31,7.31,29.37,42.88,-9.21,2.80,3.88,-0.25,0.47,0.58,0.62,2243382
54,-0.68,-0.84,0.46,7.31,29.37,42.88,-9.21,2.80,3.88,-0.25,0.47,0.58,0.62,2243405
55,-0.68,-0.84,0.46,7.31,29.37,42.88,-9.21,2.80,3.88,-0.24,0.46,0.59,0.61,2243426
56,-0.68,-0.84,0.46,7.31,29.37,42.88,-7.52,3.03,4.91,-0.24,0.46,0.59,0.61,2243440
57,-0.54,-0.77,0.34,7.31,29.37,42.88,-7.52,3.03,4.91,-0.24,0.46,0.59,0.61,2243462
58,-0.54,-0.77,0.34,7.31,29.37,42.88,-6.91,2.30,5.30,-0.24,0.46,0.59,0.61,2243484
59,-0.21,-0.13,0.28,7.31,29.37,42.88,-6.91,2.30,5.30,-0.24,0.46,0.59,0.61,2243500
60,-0.21,-0.13,0.28,7.31,29.37,42.88,-7.52,2.11,5.37,-0.24,0.46,0.59,0.61,2243515
61,-0.21,-0.13,0.28,7.31,29.37,42.88,-7.87,2.57,5.18,-0.24,0.46,0.59,0.61,2243531
62,0.04,0.09,0.27,7.31,29.37,42.88,-7.87,2.57,5.18,-0.24,0.46,0.59,0.61,2243544
63,0.04,0.09,0.27,7.31,29.37,42.88,-7.87,2.57,5.18,-0.23,0.43,0.63,0.61,2243559
64,0.04,0.09,0.27,7.31,29.37,42.88,-8.18,3.07,5.18,-0.23,0.43,0.63,0.61,2243573
65,-0.23,0.05,0.19,7.31,29.37,42.88,-8.18,3.07,5.18,-0.23,0.43,0.63,0.61,2243586
66,-0.23,0.05,0.19,7.31,29.37,42.88,-8.18,3.07,5.18,-0.23,0.43,0.63,0.60,2243830
67,-0.23,0.05,0.19,7.31,29.37,42.88,-8.33,3.76,4.68,-0.23,0.43,0.63,0.60,2243867
68,0.54,0.57,0.92,7.31,29.37,42.88,-8.33,3.76,4.68,-0.23,0.43,0.63,0.60,2243885
69,0.54,0.57,0.92,7.31,29.37,42.88,-8.29,1.08,3.46,-0.23,0.43,0.63,0.60,2243906
70,0.54,0.57,0.92,7.31,29.37,42.88,-8.45,-0.42,2.38,-0.23,0.43,0.63,0.60,2243927
71,-0.51,-1.25,-0.96,7.31,29.37,42.88,-8.45,-0.42,2.38,-0.23,0.43,0.63,0.60,2243946
72,-0.51,-1.25,-0.96,7.31,29.37,42.88,-8.45,-0.42,2.38,-0.21,0.51,0.57,0.61,2243970
73,-0.51,-1.25,-0.96,7.31,29.37,42.88,-9.63,-10.03,8.67,-0.21,0.51,0.57,0.61,2243990
74,-1.01,-0.82,-0.88,7.31,29.37,42.88,-9.63,-10.03,8.67,-0.21,0.51,0.57,0.61,2244017
75,-1.01,-0.82,-0.88,7.31,29.37,42.88,-8.37,2.27,4.84,-0.21,0.51,0.57,0.61,2244034
76,-1.01,-0.82,-0.88,7.31,29.37,42.88,-8.75,1.50,3.99,-0.21,0.51,0.57,0.61,2244052
77,-1.01,-0.82,-0.88,13.75,24.25,25.81,-8.75,1.50,3.99,-0.21,0.51,0.57,0.61,2244074
78,-1.01,-0.82,-0.88,13.75,24.25,25.81,-8.98,2.61,3.84,-0.21,0.51,0.57,0.61,2244098
79,0.03,0.02,-0.05,13.75,24.25,25.81,-8.98,2.61,3.84,-0.21,0.51,0.57,0.61,2244119
80,0.03,0.02,-0.05,13.75,24.25,25.81,-8.41,2.15,4.18,-0.21,0.51,0.57,0.61,2244141
81,0.07,-0.04,-0.10,13.75,24.25,25.81,-8.41,2.15,4.18,-0.21,0.51,0.57,0.61,2244166
82,0.07,-0.04,-0.10,13.75,24.25,25.81,-8.41,2.11,4.18,-0.21,0.51,0.57,0.61,2244185
83,0.05,-0.09,-0.06,13.75,24.25,25.81,-8.41,2.11,4.18,-0.21,0.51,0.57,0.61,2244208
84,0.05,-0.09,-0.06,15.50,23.12,26.56,-8.41,2.11,4.18,-0.21,0.51,0.57,0.61,2244225
85,0.05,-0.09,-0.06,15.50,23.12,26.56,-8.48,2.15,4.18,-0.21,0.51,0.57,0.61,2244244
86,-0.00,-0.01,-0.03,15.50,23.12,26.56,-8.48,2.15,4.18,-0.21,0.51,0.57,0.61,2244262
87,-0.00,-0.01,-0.03,15.50,23.12,26.56,-8.48,2.19,4.22,-0.21,0.51,0.57,0.61,2244279
88,0.00,0.05,-0.07,15.50,23.12,26.56,-8.48,2.19,4.22,-0.21,0.51,0.57,0.61,2244302
89,0.00,0.05,-0.07,15.50,23.12,26.56,-8.48,2.19,4.22,-0.25,0.48,0.56,0.63,2244331
90,0.00,0.05,-0.07,15.50,23.12,26.56,-8.83,2.15,3.95,-0.25,0.48,0.56,0.63,2244352
91,-0.02,-0.04,-0.02,15.50,23.12,26.56,-8.83,2.15,3.95,-0.25,0.48,0.56,0.63,2244381
92,-0.02,-0.04,-0.02,15.50,23.12,26.56,-8.64,2.15,4.14,-0.25,0.48,0.56,0.63,2244404
93,-0.00,0.02,-0.02,15.50,23.12,26.56,-8.64,2.15,4.14,-0.25,0.48,0.56,0.63,2244428
94,-0.00,0.02,-0.02,15.50,23.12,26.56,-8.75,2.15,3.99,-0.25,0.48,0.56,0.63,2244445
95,-0.02,-0.02,0.01,15.50,23.12,26.56,-8.75,2.15,3.99,-0.25,0.48,0.56,0.63,2244463
