,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.12,0.07,-0.09,3.62,-1.44,3.06,-0.91,9.88,1.20,0.60,-0.25,-0.33,0.69,237733
1,0.12,0.07,-0.09,3.62,-1.44,3.06,-0.91,9.88,1.20,0.60,-0.25,-0.33,0.68,237753
2,0.12,0.07,-0.09,3.62,-1.44,3.06,-0.68,9.61,2.00,0.60,-0.25,-0.33,0.68,237770
3,0.18,0.39,-0.23,3.62,-1.44,3.06,-0.68,9.61,2.00,0.60,-0.25,-0.33,0.68,237790
4,0.18,0.39,-0.23,3.62,-1.44,3.06,-0.64,9.61,2.08,0.60,-0.25,-0.33,0.68,237807
5,-0.03,0.13,-0.15,3.62,-1.44,3.06,-0.64,9.61,2.08,0.60,-0.25,-0.33,0.68,237822
6,-0.03,0.13,-0.15,3.62,-1.44,3.06,-0.64,9.61,2.08,0.61,-0.23,-0.33,0.68,237835
7,-0.03,0.13,-0.15,3.62,-1.44,3.06,-0.56,9.92,1.89,0.61,-0.23,-0.33,0.68,237852
8,-0.22,-0.19,0.01,3.62,-1.44,3.06,-0.56,9.92,1.89,0.61,-0.23,-0.33,0.68,237866
9,-0.22,-0.19,0.01,3.62,-1.44,3.06,-0.56,9.92,1.89,0.61,-0.23,-0.33,0.68,237879
10,-0.22,-0.19,0.01,3.00,-2.81,1.62,-0.56,9.92,1.89,0.61,-0.23,-0.33,0.68,237893
11,-0.22,-0.19,0.01,3.00,-2.81,1.62,-0.45,10.04,1.89,0.61,-0.23,-0.33,0.68,237905
12,-0.27,-0.29,0.09,3.00,-2.81,1.62,-0.45,10.04,1.89,0.61,-0.23,-0.33,0.68,239669
13,-0.27,-0.29,0.09,3.00,-2.81,1.62,-0.45,10.04,1.89,0.60,-0.24,-0.34,0.68,239692
14,-0.27,-0.29,0.09,3.00,-2.81,1.62,-0.45,9.84,2.27,0.60,-0.24,-0.34,0.68,239707
15,0.01,-0.02,0.03,3.00,-2.81,1.62,-0.45,9.84,2.27,0.60,-0.24,-0.34,0.68,239735
16,0.01,-0.02,0.03,3.00,-2.81,1.62,-0.45,9.84,2.27,0.58,-0.25,-0.35,0.69,239752
17,0.01,-0.02,0.03,3.00,-2.81,1.62,-0.45,9.61,2.23,0.58,-0.25,-0.35,0.69,239778
18,-0.08,-0.04,0.05,3.00,-2.81,1.62,-0.45,9.61,2.23,0.58,-0.25,-0.35,0.69,239800
19,-0.08,-0.04,0.05,3.00,-2.81,1.62,-0.52,9.77,2.04,0.58,-0.25,-0.35,0.69,239817
20,-0.03,-0.03,-0.01,3.00,-2.81,1.62,-0.52,9.77,2.04,0.58,-0.25,-0.35,0.69,239840
21,-0.03,-0.03,-0.01,3.00,-2.81,1.62,-0.37,9.54,2.16,0.58,-0.25,-0.35,0.69,239862
22,-0.03,0.14,-0.03,3.00,-2.81,1.62,-0.37,9.54,2.16,0.58,-0.25,-0.35,0.69,239884
23,-0.03,0.14,-0.03,3.00,-2.81,1.62,-0.37,9.54,2.16,0.58,-0.25,-0.35,0.69,239902
24,-0.03,0.14,-0.03,3.00,-2.81,1.62,-0.33,9.54,2.12,0.58,-0.25,-0.35,0.69,239919
