,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.20,-0.14,0.51,-14.69,-6.19,4.62,4.90,1.79,8.37,0.28,0.04,0.92,0.26,914332
1,0.26,0.11,0.37,-14.69,-6.19,4.62,4.90,1.79,8.37,0.28,0.04,0.92,0.26,914350
2,0.26,0.11,0.37,-14.69,-6.19,4.62,4.94,2.02,7.80,0.28,0.04,0.92,0.26,914368
3,0.26,0.11,0.37,-14.69,-6.19,4.62,5.09,2.32,8.06,0.28,0.04,0.92,0.26,914383
4,0.21,0.31,0.31,-14.69,-6.19,4.62,5.09,2.32,8.06,0.28,0.04,0.92,0.26,914400
5,0.21,0.31,0.31,-14.69,-6.19,4.62,4.79,2.05,8.33,0.28,0.04,0.92,0.26,914415
6,-0.07,0.29,0.24,-14.69,-6.19,4.62,4.79,2.05,8.33,0.28,0.04,0.92,0.26,914430
7,-0.07,0.29,0.24,-14.69,-6.19,4.62,4.79,2.05,8.33,0.28,0.05,0.93,0.23,914445
8,-0.07,0.29,0.24,-14.69,-6.19,4.62,4.36,1.71,7.91,0.28,0.05,0.93,0.23,914459
9,-0.07,0.29,0.24,-14.69,-6.19,4.62,4.90,1.90,7.53,0.28,0.05,0.93,0.23,914472
10,-0.15,0.23,0.14,-14.69,-6.19,4.62,4.90,1.90,7.53,0.28,0.05,0.93,0.23,914486
11,-0.15,0.23,0.14,-15.25,-6.62,2.44,4.90,1.90,7.53,0.28,0.05,0.93,0.23,914499
12,-0.15,0.23,0.14,-15.25,-6.62,2.44,5.52,2.25,8.22,0.28,0.05,0.93,0.23,914512
13,-0.29,0.34,-0.03,-15.25,-6.62,2.44,5.52,2.25,8.22,0.28,0.05,0.93,0.23,914524
14,-0.29,0.34,-0.03,-15.25,-6.62,2.44,5.52,2.25,8.22,0.27,0.04,0.94,0.23,915529
15,-0.29,0.34,-0.03,-15.25,-6.62,2.44,5.93,3.09,9.52,0.27,0.04,0.94,0.23,916291
16,-0.29,0.34,-0.03,-15.25,-6.62,2.44,4.67,2.59,7.61,0.27,0.04,0.94,0.23,916306
17,-0.29,0.34,-0.03,-15.25,-6.62,2.44,5.02,2.52,8.48,0.27,0.04,0.94,0.23,916329
18,-0.12,-0.08,-0.02,-15.25,-6.62,2.44,5.02,2.52,8.48,0.27,0.04,0.94,0.23,916358
19,-0.12,-0.08,-0.02,-15.25,-6.62,2.44,5.02,2.36,8.14,0.27,0.04,0.94,0.23,916378
20,-0.11,-0.02,0.02,-15.25,-6.62,2.44,5.02,2.36,8.14,0.27,0.04,0.94,0.23,916402
21,-0.11,-0.02,0.02,-15.25,-6.62,2.44,4.67,2.40,8.10,0.27,0.04,0.94,0.23,916419
22,-0.11,-0.02,0.02,-15.25,-6.62,2.44,4.59,2.25,8.03,0.27,0.04,0.94,0.23,916441
23,-0.09,-0.01,-0.04,-15.25,-6.62,2.44,4.59,2.25,8.03,0.27,0.04,0.94,0.23,916458
24,-0.09,-0.01,-0.04,-15.25,-6.62,2.44,4.59,2.29,7.61,0.27,0.04,0.94,0.23,916482
25,0.04,-0.10,-0.07,-15.25,-6.62,2.44,4.59,2.29,7.61,0.27,0.04,0.94,0.23,916507
26,0.04,-0.10,-0.07,-15.25,-6.62,2.44,4.86,2.48,7.26,0.27,0.04,0.94,0.23,916522
27,0.04,-0.10,-0.07,-15.25,-6.62,2.44,5.17,2.59,7.87,0.27,0.04,0.94,0.23,916544
28,0.04,-0.10,-0.07,-15.25,-6.62,2.44,5.02,2.59,8.48,0.27,0.04,0.94,0.23,916566
29,0.13,-0.16,-0.03,-15.25,-6.62,2.44,5.02,2.59,8.48,0.27,0.04,0.94,0.23,916584
30,0.13,-0.16,-0.03,-15.25,-6.62,2.44,5.02,2.59,8.48,0.29,0.03,0.90,0.32,916608
31,0.13,-0.16,-0.03,-15.25,-6.62,2.44,5.40,2.40,8.56,0.29,0.03,0.90,0.32,916627
32,0.10,0.20,0.01,-15.25,-6.62,2.44,5.40,2.40,8.56,0.29,0.03,0.90,0.32,916646
33,0.10,0.20,0.01,-15.25,-6.62,2.44,4.82,2.48,9.02,0.29,0.03,0.90,0.32,916671
34,0.04,-0.10,0.10,-15.25,-6.62,2.44,4.82,2.48,9.02,0.29,0.03,0.90,0.32,916688
35,0.04,-0.10,0.10,-12.38,-6.19,0.19,4.82,2.48,9.02,0.29,0.03,0.90,0.32,916707
36,0.04,-0.10,0.10,-12.38,-6.19,0.19,5.17,2.40,8.37,0.29,0.03,0.90,0.32,916732
37,0.00,0.16,0.12,-12.38,-6.19,0.19,5.17,2.40,8.37,0.29,0.03,0.90,0.32,916756
38,0.00,0.16,0.12,-12.38,-6.19,0.19,4.79,2.48,8.48,0.29,0.03,0.90,0.32,916777
39,-0.15,0.15,0.04,-12.38,-6.19,0.19,4.79,2.48,8.48,0.29,0.03,0.90,0.32,916799
40,-0.15,0.15,0.04,-12.38,-6.19,0.19,4.55,2.21,7.76,0.29,0.03,0.90,0.32,916819
41,-0.06,-0.06,0.03,-12.38,-6.19,0.19,4.55,2.21,7.76,0.29,0.03,0.90,0.32,916841
42,-0.06,-0.06,0.03,-12.38,-6.19,0.19,4.55,2.21,7.76,0.29,0.03,0.91,0.31,916860
